인덱스,자재코드,자재내역,플랜트,특별재고,저장위치,배치,기말수량,기말금액,단가,대분류,소분류,유효기한,남은일,유효기한구간,3평판,예측부진재고,예측부진재고금액,판매개선율,권장판매량
2058,9310454,멜라비토닝앰플글로우겔마스크30g(4매입),1510,nan,7080,714ED,10.0,35218.93384270766,3521.893384270766,멜라(기타),멜라(기타),2028-04-24,769,24개월 이상,1074.0,0.0,0.0,900% 이상,10740.0
2070,9310455,[EA]디더블유이지에프클리어선패치4g(4매입)V2,1510,nan,5000,501DW,29692.0,94420354.0553771,3179.9930639693216,멜라(기타),멜라(기타),2028-06-16,822,24개월 이상,617.0,16488.2,52432361.63733897,565%,4100.165344238281
2071,9310455,[EA]디더블유이지에프클리어선패치4g(4매입)V2,1510,nan,5000,502DW,40200.0,127835721.17156672,3179.9930639693216,멜라(기타),멜라(기타),2028-06-18,824,24개월 이상,617.0,40158.86666666667,127704917.4568688,565%,4100.165344238281
2072,9310455,[EA]디더블유이지에프클리어선패치4g(4매입)V2,1510,nan,5000,503DW,20030.0,63695261.07130551,3179.9930639693216,멜라(기타),멜라(기타),2028-06-30,836,24개월 이상,617.0,19783.2,62910438.78311788,565%,4100.165344238281
2073,9310455,[EA]디더블유이지에프클리어선패치4g(4매입)V2,1510,nan,5100,0,0.0,0.0,3179.9930639693216,멜라(기타),멜라(기타),,0,유효기한 없음,617.0,0.0,0.0,565%,4100.165344238281
2074,9310455,[EA]디더블유이지에프클리어선패치4g(4매입)V2,1510,nan,5100,501DW,0.0,0.0,3179.9930639693216,멜라(기타),멜라(기타),2028-06-16,822,24개월 이상,617.0,0.0,0.0,565%,4100.165344238281
2075,9310455,[EA]디더블유이지에프클리어선패치4g(4매입)V2,1510,nan,5400,501DW,1.0,3179.9930639693216,3179.9930639693216,멜라(기타),멜라(기타),2028-06-16,822,24개월 이상,617.0,1.0,3179.9930639693216,565%,4100.165344238281
2076,9310455,[EA]디더블유이지에프클리어선패치4g(4매입)V2,1510,nan,5600,501DW,0.0,0.0,3179.9930639693216,멜라(기타),멜라(기타),2028-06-16,822,24개월 이상,617.0,0.0,0.0,565%,4100.165344238281
2078,9310457,이지듀멜라비토닝앰플쿠션19호페어13G,1510,nan,5000,KDA,1366.0,7230844.451541182,5293.443961596766,멜라(앰플쿠션),본품19호(13G),2027-04-23,402,18개월 미만,646.6666666666666,0.0,0.0,171%,1751.4152018229165
2079,9310457,이지듀멜라비토닝앰플쿠션19호페어13G,1510,nan,5000,PHA,12370.0,65479901.804951996,5293.443961596766,멜라(앰플쿠션),본품19호(13G),2027-08-14,515,18개월 미만,646.6666666666666,7564.777777777782,40043727.2485992,171%,1751.4152018229165
2080,9310457,이지듀멜라비토닝앰플쿠션19호페어13G,1510,nan,5100,0,0.0,0.0,5293.443961596766,멜라(앰플쿠션),본품19호(13G),,0,유효기한 없음,646.6666666666666,0.0,0.0,171%,1751.4152018229165
2081,9310457,이지듀멜라비토닝앰플쿠션19호페어13G,1510,nan,5100,KDA,1.0,5293.443961596766,5293.443961596766,멜라(앰플쿠션),본품19호(13G),2027-04-23,402,18개월 미만,646.6666666666666,0.0,0.0,171%,1751.4152018229165
2082,9310457,이지듀멜라비토닝앰플쿠션19호페어13G,1510,nan,5200,KDA,0.0,0.0,5293.443961596766,멜라(앰플쿠션),본품19호(13G),2027-04-23,402,18개월 미만,646.6666666666666,0.0,0.0,171%,1751.4152018229165
2083,9310457,이지듀멜라비토닝앰플쿠션19호페어13G,1510,nan,6090,PHA,4960.0,26255482.04951996,5293.443961596766,멜라(앰플쿠션),본품19호(13G),2027-08-14,515,18개월 미만,646.6666666666666,4960.0,26255482.04951996,171%,1751.4152018229165
2084,9310457,이지듀멜라비토닝앰플쿠션19호페어13G,1510,nan,7060,KDA,936.0,4954663.548054573,5293.443961596766,멜라(앰플쿠션),본품19호(13G),2027-04-23,402,18개월 미만,646.6666666666666,0.0,0.0,171%,1751.4152018229165
2085,9310457,이지듀멜라비토닝앰플쿠션19호페어13G,1510,nan,7090,KDA,156.0,825777.2580090954,5293.443961596766,멜라(앰플쿠션),본품19호(13G),2027-04-23,402,18개월 미만,646.6666666666666,0.0,0.0,171%,1751.4152018229165
2092,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,5000,KHA,6009.0,32164317.349046912,5352.690522390899,멜라(앰플쿠션),본품21호(13G),2027-08-14,515,18개월 미만,1736.6666666666667,0.0,0.0,32%,2298.5605875651045
2093,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,5000,LHA,5832.0,31216891.12658372,5352.690522390899,멜라(앰플쿠션),본품21호(13G),2027-08-17,518,18개월 미만,1736.6666666666667,0.0,0.0,32%,2298.5605875651045
2094,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,5000,WGA,4.0,21410.762089563596,5352.690522390899,멜라(앰플쿠션),본품21호(13G),2027-07-20,490,18개월 미만,1736.6666666666667,0.0,0.0,32%,2298.5605875651045
2095,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,5100,0,0.0,0.0,5352.690522390899,멜라(앰플쿠션),본품21호(13G),,0,유효기한 없음,1736.6666666666667,0.0,0.0,32%,2298.5605875651045
2096,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,5100,KHA,2.0,10705.381044781798,5352.690522390899,멜라(앰플쿠션),본품21호(13G),2027-08-14,515,18개월 미만,1736.6666666666667,0.0,0.0,32%,2298.5605875651045
2097,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,5200,KHA,3.0,16058.071567172698,5352.690522390899,멜라(앰플쿠션),본품21호(13G),2027-08-14,515,18개월 미만,1736.6666666666667,0.0,0.0,32%,2298.5605875651045
2098,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,5400,KHA,3.0,16058.071567172698,5352.690522390899,멜라(앰플쿠션),본품21호(13G),2027-08-14,515,18개월 미만,1736.6666666666667,0.0,0.0,32%,2298.5605875651045
2099,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,6040,KHA,18.0,96348.42940303618,5352.690522390899,멜라(앰플쿠션),본품21호(13G),2027-08-14,515,18개월 미만,1736.6666666666667,0.0,0.0,32%,2298.5605875651045
2100,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,6090,KHA,1145.0,6128830.64813758,5352.690522390899,멜라(앰플쿠션),본품21호(13G),2027-08-14,515,18개월 미만,1736.6666666666667,0.0,0.0,32%,2298.5605875651045
2101,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,6090,LHA,11041.0,59099056.05771791,5352.690522390899,멜라(앰플쿠션),본품21호(13G),2027-08-17,518,18개월 미만,1736.6666666666667,6363.222222222221,34060359.280756034,32%,2298.5605875651045
2102,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,7060,WGA,2070.0,11080069.381349161,5352.690522390899,멜라(앰플쿠션),본품21호(13G),2027-07-20,490,18개월 미만,1736.6666666666667,0.0,0.0,32%,2298.5605875651045
2103,9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,1510,nan,7090,WGA,150.0,802903.5783586348,5352.690522390899,멜라(앰플쿠션),본품21호(13G),2027-07-20,490,18개월 미만,1736.6666666666667,0.0,0.0,32%,2298.5605875651045
2140,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,5000,QDA,0.0,0.0,5297.334831797408,멜라(앰플쿠션),본품23호(13G),2027-05-11,420,18개월 미만,1069.6666666666667,0.0,0.0,8%,1157.8044840494792
2141,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,5000,WHA,6189.0,32785205.273994155,5297.334831797408,멜라(앰플쿠션),본품23호(13G),2027-08-20,521,18개월 미만,1069.6666666666667,0.0,0.0,8%,1157.8044840494792
2142,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,5100,0,0.0,0.0,5297.334831797408,멜라(앰플쿠션),본품23호(13G),,0,유효기한 없음,1069.6666666666667,0.0,0.0,8%,1157.8044840494792
2143,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,5100,QDA,1.0,5297.334831797408,5297.334831797408,멜라(앰플쿠션),본품23호(13G),2027-05-11,420,18개월 미만,1069.6666666666667,0.0,0.0,8%,1157.8044840494792
2144,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,5100,WHA,5.0,26486.67415898704,5297.334831797408,멜라(앰플쿠션),본품23호(13G),2027-08-20,521,18개월 미만,1069.6666666666667,0.0,0.0,8%,1157.8044840494792
2145,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,5200,QDA,1.0,5297.334831797408,5297.334831797408,멜라(앰플쿠션),본품23호(13G),2027-05-11,420,18개월 미만,1069.6666666666667,0.0,0.0,8%,1157.8044840494792
2146,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,5400,QDA,6.0,31784.008990784445,5297.334831797408,멜라(앰플쿠션),본품23호(13G),2027-05-11,420,18개월 미만,1069.6666666666667,0.0,0.0,8%,1157.8044840494792
2147,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,6040,WHA,5.0,26486.67415898704,5297.334831797408,멜라(앰플쿠션),본품23호(13G),2027-08-20,521,18개월 미만,1069.6666666666667,0.0,0.0,8%,1157.8044840494792
2148,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,6090,WHA,5763.0,30528540.635648463,5297.334831797408,멜라(앰플쿠션),본품23호(13G),2027-08-20,521,18개월 미만,1069.6666666666667,1009.8333333333311,5349425.290976737,8%,1157.8044840494792
2149,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,7060,NDA,439.0,2325529.991159062,5297.334831797408,멜라(앰플쿠션),본품23호(13G),2027-04-24,403,18개월 미만,1069.6666666666667,0.0,0.0,8%,1157.8044840494792
2150,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,7060,QDA,746.0,3951811.7845208663,5297.334831797408,멜라(앰플쿠션),본품23호(13G),2027-05-11,420,18개월 미만,1069.6666666666667,0.0,0.0,8%,1157.8044840494792
2151,9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,1510,nan,7090,MDA,156.0,826384.2337603957,5297.334831797408,멜라(앰플쿠션),본품23호(13G),2027-04-24,403,18개월 미만,1069.6666666666667,0.0,0.0,8%,1157.8044840494792
2157,9310561,이지듀멜라비토닝앰플쿠션19호페어13G(리필),1510,nan,5000,MFA,2033.0,6491753.272693314,3193.189017556967,멜라(앰플쿠션),리필19호(13G),2027-06-19,459,18개월 미만,219.33333333333334,1345.5777777777778,4296684.182268709,900% 이상,2193.3333333333335
2158,9310561,이지듀멜라비토닝앰플쿠션19호페어13G(리필),1510,nan,5000,OHA,7302.0,23316666.206200972,3193.189017556967,멜라(앰플쿠션),리필19호(13G),2027-08-04,505,18개월 미만,219.33333333333334,6965.688888888889,22242761.259718593,900% 이상,2193.3333333333335
2159,9310561,이지듀멜라비토닝앰플쿠션19호페어13G(리필),1510,nan,5100,0,0.0,0.0,3193.189017556967,멜라(앰플쿠션),리필19호(13G),,0,유효기한 없음,219.33333333333334,0.0,0.0,900% 이상,2193.3333333333335
2160,9310561,이지듀멜라비토닝앰플쿠션19호페어13G(리필),1510,nan,5100,MFA,0.0,0.0,3193.189017556967,멜라(앰플쿠션),리필19호(13G),2027-06-19,459,18개월 미만,219.33333333333334,0.0,0.0,900% 이상,2193.3333333333335
2161,9310561,이지듀멜라비토닝앰플쿠션19호페어13G(리필),1510,nan,5100,PHA,1.0,3193.189017556967,3193.189017556967,멜라(앰플쿠션),리필19호(13G),,0,유효기한 없음,219.33333333333334,1.0,3193.189017556967,900% 이상,2193.3333333333335
2162,9310561,이지듀멜라비토닝앰플쿠션19호페어13G(리필),1510,nan,5400,MFA,1.0,3193.189017556967,3193.189017556967,멜라(앰플쿠션),리필19호(13G),2027-06-19,459,18개월 미만,219.33333333333334,0.0,0.0,900% 이상,2193.3333333333335
2163,9310561,이지듀멜라비토닝앰플쿠션19호페어13G(리필),1510,nan,7060,KDA,1156.0,3691326.504295854,3193.189017556967,멜라(앰플쿠션),리필19호(13G),2027-05-08,417,18개월 미만,219.33333333333334,0.0,0.0,900% 이상,2193.3333333333335
2164,9310561,이지듀멜라비토닝앰플쿠션19호페어13G(리필),1510,nan,7060,MFA,177.0,565194.4561075831,3193.189017556967,멜라(앰플쿠션),리필19호(13G),2027-06-19,459,18개월 미만,219.33333333333334,0.0,0.0,900% 이상,2193.3333333333335
2165,9310561,이지듀멜라비토닝앰플쿠션19호페어13G(리필),1510,nan,7090,KDA,33.0,105375.23757937991,3193.189017556967,멜라(앰플쿠션),리필19호(13G),2027-05-08,417,18개월 미만,219.33333333333334,0.0,0.0,900% 이상,2193.3333333333335
2172,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,5000,EHA,82.0,244490.22846478104,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-05,506,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2173,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,5000,FDA,6152.0,18342730.3111626,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-14,515,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2174,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,5000,GEA,3000.0,8944764.456028575,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-14,515,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2175,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,5000,HHA,1362.0,4060923.063036973,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-14,515,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2176,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,5100,0,0.0,0.0,2981.588152009525,멜라(앰플쿠션),리필21호(13G),,0,유효기한 없음,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2177,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,5100,EHA,16.0,47705.4104321524,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-05,506,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2178,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,5100,HHA,4.0,11926.3526080381,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-14,515,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2179,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,5200,EHA,2.0,5963.17630401905,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-05,506,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2180,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,5400,EHA,1.0,2981.588152009525,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-05,506,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2181,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,6090,FDA,0.0,0.0,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-14,515,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2182,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,6090,GEA,0.0,0.0,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-14,515,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2183,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,6090,KHA,20163.0,60117761.908968054,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-14,515,18개월 미만,1113.3333333333333,18453.222222222226,55019908.74417666,146%,2733.999837239583
2184,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,7060,EHA,200.0,596317.630401905,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-05,506,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2185,9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),1510,nan,7090,EHA,89.0,265361.3455288477,2981.588152009525,멜라(앰플쿠션),리필21호(13G),2027-08-05,506,18개월 미만,1113.3333333333333,0.0,0.0,146%,2733.999837239583
2204,9310563,이지듀멜라비토닝앰플쿠션23호베이지13G(리필),1510,nan,5000,SFA,0.0,0.0,3078.512173330355,멜라(앰플쿠션),리필23호(13G),2027-06-19,459,18개월 미만,353.3333333333333,0.0,0.0,900% 이상,3533.333333333333
2205,9310563,이지듀멜라비토닝앰플쿠션23호베이지13G(리필),1510,nan,5000,WHA,7510.0,23119626.421710964,3078.512173330355,멜라(앰플쿠션),리필23호(13G),2027-08-20,521,18개월 미만,353.3333333333333,7510.0,23119626.421710964,900% 이상,3533.333333333333
2206,9310563,이지듀멜라비토닝앰플쿠션23호베이지13G(리필),1510,nan,5100,0,0.0,0.0,3078.512173330355,멜라(앰플쿠션),리필23호(13G),,0,유효기한 없음,353.3333333333333,0.0,0.0,900% 이상,3533.333333333333
2207,9310563,이지듀멜라비토닝앰플쿠션23호베이지13G(리필),1510,nan,5100,SFA,1.0,3078.512173330355,3078.512173330355,멜라(앰플쿠션),리필23호(13G),2027-06-19,459,18개월 미만,353.3333333333333,0.0,0.0,900% 이상,3533.333333333333
2208,9310563,이지듀멜라비토닝앰플쿠션23호베이지13G(리필),1510,nan,5200,SFA,1.0,3078.512173330355,3078.512173330355,멜라(앰플쿠션),리필23호(13G),2027-06-19,459,18개월 미만,353.3333333333333,0.0,0.0,900% 이상,3533.333333333333
2209,9310563,이지듀멜라비토닝앰플쿠션23호베이지13G(리필),1510,nan,6090,WHA,4557.0,14028779.973866427,3078.512173330355,멜라(앰플쿠션),리필23호(13G),2027-08-20,521,18개월 미만,353.3333333333333,1844.4444444444443,5678144.675253766,900% 이상,3533.333333333333
2210,9310563,이지듀멜라비토닝앰플쿠션23호베이지13G(리필),1510,nan,7060,PDA,4.0,12314.04869332142,3078.512173330355,멜라(앰플쿠션),리필23호(13G),,0,유효기한 없음,353.3333333333333,4.0,12314.04869332142,900% 이상,3533.333333333333
2211,9310563,이지듀멜라비토닝앰플쿠션23호베이지13G(리필),1510,nan,7060,SFA,1290.0,3971280.703596158,3078.512173330355,멜라(앰플쿠션),리필23호(13G),2027-06-19,459,18개월 미만,353.3333333333333,0.0,0.0,900% 이상,3533.333333333333
2212,9310563,이지듀멜라비토닝앰플쿠션23호베이지13G(리필),1510,nan,7090,PDA,0.0,0.0,3078.512173330355,멜라(앰플쿠션),리필23호(13G),,0,유효기한 없음,353.3333333333333,0.0,0.0,900% 이상,3533.333333333333
2213,9310563,이지듀멜라비토닝앰플쿠션23호베이지13G(리필),1510,nan,7090,SFA,47.0,144690.07214652668,3078.512173330355,멜라(앰플쿠션),리필23호(13G),2027-06-19,459,18개월 미만,353.3333333333333,0.0,0.0,900% 이상,3533.333333333333
2214,9310593,[EA]이지듀멜라비토닝원데이앰플로즈30ml,1510,nan,5000,ADA,0.0,0.0,5839.82418200966,로즈,앰플 30ml,,0,유효기한 없음,257.0,0.0,0.0,900% 이상,2570.0
2215,9310593,[EA]이지듀멜라비토닝원데이앰플로즈30ml,1510,nan,5000,BDA,9835.0,57434670.830065005,5839.82418200966,로즈,앰플 30ml,2028-04-30,775,24개월 이상,257.0,4737.833333333333,27668113.670331433,900% 이상,2570.0
2216,9310593,[EA]이지듀멜라비토닝원데이앰플로즈30ml,1510,nan,5100,0,0.0,0.0,5839.82418200966,로즈,앰플 30ml,,0,유효기한 없음,257.0,0.0,0.0,900% 이상,2570.0
2217,9310593,[EA]이지듀멜라비토닝원데이앰플로즈30ml,1510,nan,5100,ADA,2.0,11679.64836401932,5839.82418200966,로즈,앰플 30ml,,0,유효기한 없음,257.0,2.0,11679.64836401932,900% 이상,2570.0
2218,9310593,[EA]이지듀멜라비토닝원데이앰플로즈30ml,1510,nan,6090,BDA,44980.0,262675291.7067945,5839.82418200966,로즈,앰플 30ml,2028-04-30,775,24개월 이상,257.0,44980.0,262675291.7067945,900% 이상,2570.0
2219,9310593,[EA]이지듀멜라비토닝원데이앰플로즈30ml,1510,nan,7060,BDA,257.0,1500834.8147764825,5839.82418200966,로즈,앰플 30ml,2028-04-30,775,24개월 이상,257.0,257.0,1500834.8147764825,900% 이상,2570.0
2227,9310594,[EA]이지듀멜라비토닝원데이앰플로즈15ml,1510,nan,5000,ADA,418.0,1796202.3938307585,4297.134913470714,로즈,앰플 15ml,2028-04-20,765,24개월 이상,461.3333333333333,0.0,0.0,312%,1901.7610677083333
2228,9310594,[EA]이지듀멜라비토닝원데이앰플로즈15ml,1510,nan,5000,BDA,5963.0,25623815.48902587,4297.134913470714,로즈,앰플 15ml,2028-04-29,774,24개월 이상,461.3333333333333,0.0,0.0,312%,1901.7610677083333
2229,9310594,[EA]이지듀멜라비토닝원데이앰플로즈15ml,1510,nan,6040,BDA,8.0,34377.079307765714,4297.134913470714,로즈,앰플 15ml,2028-04-29,774,24개월 이상,461.3333333333333,8.0,34377.079307765714,312%,1901.7610677083333
2230,9310594,[EA]이지듀멜라비토닝원데이앰플로즈15ml,1510,nan,6090,BDA,31410.0,134973007.63211513,4297.134913470714,로즈,앰플 15ml,2028-04-29,774,24개월 이상,461.3333333333333,28647.088888888895,123100405.83374344,312%,1901.7610677083333
2231,9310594,[EA]이지듀멜라비토닝원데이앰플로즈15ml,1510,nan,7060,ADA,28.0,120319.77757718001,4297.134913470714,로즈,앰플 15ml,2028-04-20,765,24개월 이상,461.3333333333333,0.0,0.0,312%,1901.7610677083333
2232,9310594,[EA]이지듀멜라비토닝원데이앰플로즈15ml,1510,nan,7080,ADA,24.0,103131.23792329714,4297.134913470714,로즈,앰플 15ml,2028-04-20,765,24개월 이상,461.3333333333333,0.0,0.0,312%,1901.7610677083333
2235,9310595,[EA]이지듀멜라비토닝미스트로즈50ml,1510,nan,5000,ADA,1.0,3774.5494023904384,3774.5494023904384,로즈,기타,2028-05-06,781,24개월 이상,536.6666666666666,0.0,0.0,,
2236,9310595,[EA]이지듀멜라비토닝미스트로즈50ml,1510,nan,5000,BDA,584.0,2204336.850996016,3774.5494023904384,로즈,기타,2028-05-06,781,24개월 이상,536.6666666666666,0.0,0.0,,
2237,9310595,[EA]이지듀멜라비토닝미스트로즈50ml,1510,nan,6040,BDA,1.0,3774.5494023904384,3774.5494023904384,로즈,기타,2028-05-06,781,24개월 이상,536.6666666666666,0.0,0.0,,
2238,9310595,[EA]이지듀멜라비토닝미스트로즈50ml,1510,nan,6090,BDA,1710.0,6454479.47808765,3774.5494023904384,로즈,기타,2028-05-06,781,24개월 이상,536.6666666666666,0.0,0.0,,
2239,9310595,[EA]이지듀멜라비토닝미스트로즈50ml,1510,nan,7080,ADA,18.0,67941.8892430279,3774.5494023904384,로즈,기타,2028-05-06,781,24개월 이상,536.6666666666666,0.0,0.0,,
2240,9310595,[EA]이지듀멜라비토닝미스트로즈50ml,1510,nan,7080,BDA,6.0,22647.29641434263,3774.5494023904384,로즈,기타,2028-05-06,781,24개월 이상,536.6666666666666,0.0,0.0,,
2241,9310613,[EA]멜라비토닝패치풀페이스(24g*1ea),1510,nan,5000,GKZ,765.0,510255.0,667.0,멜라(기타),멜라(기타),2028-07-17,853,24개월 이상,0.0,0.0,0.0,,
2242,9310614,[EA]이지듀멜라토닝원데이앰플8ml(2025_추출물용매분리버전),1510,nan,6040,AEA,71.0,148999.59839285715,2098.585892857143,원데이앰플,8ML,2028-05-26,801,24개월 이상,2094.3333333333335,0.0,0.0,,
2243,9310614,[EA]이지듀멜라토닝원데이앰플8ml(2025_추출물용매분리버전),1510,nan,6080,AEA,1426.0,2992583.4832142857,2098.585892857143,원데이앰플,8ML,2028-05-26,801,24개월 이상,2094.3333333333335,0.0,0.0,,
2244,9310614,[EA]이지듀멜라토닝원데이앰플8ml(2025_추출물용매분리버전),1510,nan,6090,AEA,4103.0,8610497.918392858,2098.585892857143,원데이앰플,8ML,2028-05-26,801,24개월 이상,2094.3333333333335,0.0,0.0,,
2247,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,5000,AEA,8.0,30724.56540190063,3840.5706752375786,원데이앰플,15ML,2028-05-25,800,24개월 이상,32089.666666666668,0.0,0.0,,
2248,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,5000,DGA,29.0,111376.54958188978,3840.5706752375786,원데이앰플,15ML,2028-07-17,853,24개월 이상,32089.666666666668,0.0,0.0,,
2249,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,5000,EGA,0.0,0.0,3840.5706752375786,원데이앰플,15ML,2028-07-18,854,24개월 이상,32089.666666666668,0.0,0.0,,
2250,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,5000,FGA,0.0,0.0,3840.5706752375786,원데이앰플,15ML,2028-07-21,857,24개월 이상,32089.666666666668,0.0,0.0,,
2251,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,5000,GGA,1852.0,7112736.890539995,3840.5706752375786,원데이앰플,15ML,2028-07-21,857,24개월 이상,32089.666666666668,0.0,0.0,,
2252,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,5000,HHA,6874.0,26400082.821583115,3840.5706752375786,원데이앰플,15ML,2028-08-10,877,24개월 이상,32089.666666666668,0.0,0.0,,
2253,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,6040,BEA,481.0,1847314.4947892753,3840.5706752375786,원데이앰플,15ML,2028-05-20,795,24개월 이상,32089.666666666668,0.0,0.0,,
2254,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,6090,AEA,14506.0,55711318.214996316,3840.5706752375786,원데이앰플,15ML,2028-05-25,800,24개월 이상,32089.666666666668,0.0,0.0,,
2255,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,6090,BEA,7651.0,29384206.236242715,3840.5706752375786,원데이앰플,15ML,2028-05-20,795,24개월 이상,32089.666666666668,0.0,0.0,,
2256,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,6090,DGA,22865.0,87814648.48930724,3840.5706752375786,원데이앰플,15ML,2028-07-17,853,24개월 이상,32089.666666666668,0.0,0.0,,
2257,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,6090,EGA,7471.0,28692903.51469995,3840.5706752375786,원데이앰플,15ML,2028-07-18,854,24개월 이상,32089.666666666668,0.0,0.0,,
2258,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,6090,FGA,5979.0,22962772.067245483,3840.5706752375786,원데이앰플,15ML,2028-07-21,857,24개월 이상,32089.666666666668,0.0,0.0,,
2259,9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),1510,nan,6090,GGA,3681.0,14137140.655549526,3840.5706752375786,원데이앰플,15ML,2028-07-21,857,24개월 이상,32089.666666666668,0.0,0.0,,
