인덱스,자재코드,자재내역,플랜트,특별재고,저장위치,배치,기말수량,기말금액,단가,대분류,소분류,유효기한,남은일,유효기한구간,3평판,예측부진재고,예측부진재고금액,판매개선율,권장판매량
1024,9307343,[EA]이지듀DW-EGF레티노0.03프로멜라토닝크림30ml(베이직),1510,nan,5000,JJZ,1455.0,7707700.664129401,5297.388772597526,멜라(기타),멜라(기타),2026-10-10,207,7개월 미만,1497.6666666666667,1255.3111111111111,6649870.986116926,643%,11134.690958658855
1025,9307343,[EA]이지듀DW-EGF레티노0.03프로멜라토닝크림30ml(베이직),1510,nan,5010,BEZ,271.0,1435592.3573739296,5297.388772597526,멜라(기타),멜라(기타),2027-05-10,419,18개월 미만,1497.6666666666667,0.0,0.0,643%,11134.690958658855
1026,9307343,[EA]이지듀DW-EGF레티노0.03프로멜라토닝크림30ml(베이직),1510,nan,5100,0,0.0,0.0,5297.388772597526,멜라(기타),멜라(기타),,0,유효기한 없음,1497.6666666666667,0.0,0.0,643%,11134.690958658855
1027,9307343,[EA]이지듀DW-EGF레티노0.03프로멜라토닝크림30ml(베이직),1510,nan,5100,HHZ,0.0,0.0,5297.388772597526,멜라(기타),멜라(기타),2026-10-06,203,7개월 미만,1497.6666666666667,0.0,0.0,643%,11134.690958658855
1028,9307343,[EA]이지듀DW-EGF레티노0.03프로멜라토닝크림30ml(베이직),1510,nan,5300,CFZ,0.0,0.0,5297.388772597526,멜라(기타),멜라(기타),2026-06-13,88,3개월 미만,1497.6666666666667,0.0,0.0,643%,11134.690958658855
1029,9307343,[EA]이지듀DW-EGF레티노0.03프로멜라토닝크림30ml(베이직),1510,nan,6080,HHZ,185.0,980016.9229305424,5297.388772597526,멜라(기타),멜라(기타),2026-10-06,203,7개월 미만,1497.6666666666667,0.0,0.0,643%,11134.690958658855
1030,9307343,[EA]이지듀DW-EGF레티노0.03프로멜라토닝크림30ml(베이직),1510,nan,7060,GHZ,63.0,333735.49267364416,5297.388772597526,멜라(기타),멜라(기타),2026-10-03,200,7개월 미만,1497.6666666666667,0.0,0.0,643%,11134.690958658855
1032,9307350,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,1510,nan,5000,BBA,7.0,34480.93220338983,4925.847457627118,원데이앰플,올리브영,2027-02-27,347,12개월 미만,1787.3333333333333,0.0,0.0,,
1033,9307350,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,1510,nan,5000,CBA,17.0,83739.40677966102,4925.847457627118,원데이앰플,올리브영,2027-02-27,347,12개월 미만,1787.3333333333333,0.0,0.0,,
1034,9307350,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,1510,nan,5000,OGA,37.0,182256.35593220338,4925.847457627118,원데이앰플,올리브영,2027-07-24,494,18개월 미만,1787.3333333333333,0.0,0.0,,
1035,9307350,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,1510,nan,5000,PGA,37.0,182256.35593220338,4925.847457627118,원데이앰플,올리브영,2027-07-27,497,18개월 미만,1787.3333333333333,0.0,0.0,,
1036,9307350,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,1510,nan,5000,QGA,17.0,83739.40677966102,4925.847457627118,원데이앰플,올리브영,2027-07-27,497,18개월 미만,1787.3333333333333,0.0,0.0,,
1037,9307350,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,1510,nan,5000,TLZ,3.0,14777.542372881355,4925.847457627118,원데이앰플,올리브영,2026-11-27,255,9개월 미만,1787.3333333333333,0.0,0.0,,
1038,9307350,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,1510,nan,7060,TLZ,0.0,0.0,4925.847457627118,원데이앰플,올리브영,2026-11-27,255,9개월 미만,1787.3333333333333,0.0,0.0,,
1040,9307351,"[EA]]DW-EGF멜라토닝MTS프로그램[니들1,롤러대,앰플1ml)oy",1510,nan,5000,D241231001,368.0,1620580.0,4403.75,기타,기타,2026-11-19,247,9개월 미만,0.0,0.0,0.0,,
1041,9307383,[단종][EA]디더블유이지에프쓰리엑스멜라토닝세븐데이즈앰플3ml,1510,nan,5000,ADZ,369.0,635654.0,1722.639566395664,기타,기타,2027-04-11,390,18개월 미만,0.0,0.0,0.0,,
1042,9307529,[EA]멜라토닝비타씨토너30ml,1510,nan,5000,BEZ,2081.0,3187713.111067037,1531.817929393098,멜라(기타),멜라(기타),2027-05-28,437,18개월 미만,354.0,0.0,0.0,,
1043,9307529,[EA]멜라토닝비타씨토너30ml,1510,nan,6030,ADZ,245.0,375295.392701309,1531.817929393098,멜라(기타),멜라(기타),2027-05-01,410,18개월 미만,354.0,0.0,0.0,,
1044,9307529,[EA]멜라토닝비타씨토너30ml,1510,nan,7020,BEZ,59.0,90377.25783419279,1531.817929393098,멜라(기타),멜라(기타),2027-05-28,437,18개월 미만,354.0,0.0,0.0,,
1045,9307529,[EA]멜라토닝비타씨토너30ml,1510,nan,7030,ADZ,1.0,1531.817929393098,1531.817929393098,멜라(기타),멜라(기타),2027-05-01,410,18개월 미만,354.0,0.0,0.0,,
1046,9307529,[EA]멜라토닝비타씨토너30ml,1510,nan,7040,ADZ,135.0,206795.42046806822,1531.817929393098,멜라(기타),멜라(기타),2027-05-01,410,18개월 미만,354.0,0.0,0.0,,
1047,9307551,[EA]멀티비타앰플클렌저30ml,1510,nan,5000,QE02,108.0,129399.99999999999,1198.148148148148,기타,기타,2027-05-07,416,18개월 미만,329.3333333333333,0.0,0.0,,
1048,9307551,[EA]멀티비타앰플클렌저30ml,1510,nan,6030,QE02,0.0,0.0,1198.148148148148,기타,기타,2027-05-07,416,18개월 미만,329.3333333333333,0.0,0.0,,
1049,9307551,[EA]멀티비타앰플클렌저30ml,1510,nan,7030,QE02,0.0,0.0,1198.148148148148,기타,기타,2027-05-07,416,18개월 미만,329.3333333333333,0.0,0.0,,
1050,9307551,[EA]멀티비타앰플클렌저30ml,1510,nan,7040,QE02,0.0,0.0,1198.148148148148,기타,기타,2027-05-07,416,18개월 미만,329.3333333333333,0.0,0.0,,
1051,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,5000,QE02,823.0,3472633.4927980388,4219.481765246705,멜라(기타),멜라(기타),2027-05-07,416,18개월 미만,270.6666666666667,0.0,0.0,37%,372.0675455729167
1052,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,5000,QE05,25.0,105487.04413116764,4219.481765246705,멜라(기타),멜라(기타),2027-05-28,437,18개월 미만,270.6666666666667,0.0,0.0,37%,372.0675455729167
1053,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,6030,QE02,1471.0,6206857.676677904,4219.481765246705,멜라(기타),멜라(기타),2027-05-07,416,18개월 미만,270.6666666666667,155.7333333333331,657113.960241086,37%,372.0675455729167
1054,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,6040,QE05,17.0,71731.19000919399,4219.481765246705,멜라(기타),멜라(기타),2027-05-28,437,18개월 미만,270.6666666666667,0.0,0.0,37%,372.0675455729167
1055,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,6080,QE05,20.0,84389.63530493411,4219.481765246705,멜라(기타),멜라(기타),2027-05-28,437,18개월 미만,270.6666666666667,0.0,0.0,37%,372.0675455729167
1056,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,6090,QE05,285.0,1202552.3030953112,4219.481765246705,멜라(기타),멜라(기타),2027-05-28,437,18개월 미만,270.6666666666667,140.64444444444445,593446.6687165867,37%,372.0675455729167
1057,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,7030,QE02,23.0,97048.08060067422,4219.481765246705,멜라(기타),멜라(기타),2027-05-07,416,18개월 미만,270.6666666666667,23.0,97048.08060067422,37%,372.0675455729167
1058,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,7040,QE03,476.0,2008473.3202574318,4219.481765246705,멜라(기타),멜라(기타),2027-05-07,416,18개월 미만,270.6666666666667,476.0,2008473.3202574318,37%,372.0675455729167
1059,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,7040,QE05,3.0,12658.445295740115,4219.481765246705,멜라(기타),멜라(기타),2027-05-28,437,18개월 미만,270.6666666666667,3.0,12658.445295740115,37%,372.0675455729167
1060,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,7060,QE05,105.0,443045.5853509041,4219.481765246705,멜라(기타),멜라(기타),2027-05-28,437,18개월 미만,270.6666666666667,105.0,443045.5853509041,37%,372.0675455729167
1061,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,7080,QE02,5.0,21097.408826233528,4219.481765246705,멜라(기타),멜라(기타),2027-05-07,416,18개월 미만,270.6666666666667,5.0,21097.408826233528,37%,372.0675455729167
1062,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,7080,QE04,5.0,21097.408826233528,4219.481765246705,멜라(기타),멜라(기타),2027-05-23,432,18개월 미만,270.6666666666667,0.0,0.0,37%,372.0675455729167
1063,9307552,[EA]멀티비타앰플클렌저200ml,1510,nan,7080,QE05,5.0,21097.408826233528,4219.481765246705,멜라(기타),멜라(기타),2027-05-28,437,18개월 미만,270.6666666666667,5.0,21097.408826233528,37%,372.0675455729167
1064,9307604,[세트]이지듀디더블유이지에프멜라토닝기획세트(앰플+패치)_(컬리),1510,nan,5000,D250115001,255.0,938191.0,3679.1803921568626,임가공,임가공,2026-11-14,242,9개월 미만,55.0,141.33333333333334,519990.82875816996,124%,123.40087890625
1065,9307728,[EA]클리어바하클렌저 100ml,1510,nan,5000,BGZ,2738.0,5703510.5271705175,2083.093691442848,클리어,클리어,2027-07-03,473,18개월 미만,563.0,0.0,0.0,74%,979.889404296875
1066,9307728,[EA]클리어바하클렌저 100ml,1510,nan,5000,CGZ,6797.0,14158787.820737038,2083.093691442848,클리어,클리어,2027-07-03,473,18개월 미만,563.0,4017.6,8369037.214740786,74%,979.889404296875
1067,9307728,[EA]클리어바하클렌저 100ml,1510,nan,5100,0,0.0,0.0,2083.093691442848,클리어,클리어,,0,유효기한 없음,563.0,0.0,0.0,74%,979.889404296875
1068,9307728,[EA]클리어바하클렌저 100ml,1510,nan,5100,BGZ,1.0,2083.093691442848,2083.093691442848,클리어,클리어,2027-07-03,473,18개월 미만,563.0,1.0,2083.093691442848,74%,979.889404296875
1069,9307728,[EA]클리어바하클렌저 100ml,1510,nan,5400,BGZ,1.0,2083.093691442848,2083.093691442848,클리어,클리어,2027-07-03,473,18개월 미만,563.0,1.0,2083.093691442848,74%,979.889404296875
1070,9307728,[EA]클리어바하클렌저 100ml,1510,nan,6080,BGZ,69.0,143733.46470955652,2083.093691442848,클리어,클리어,2027-07-03,473,18개월 미만,563.0,69.0,143733.46470955652,74%,979.889404296875
1071,9307832,"[세트] 이지듀 학회용 한가인 기미토닝세트(1ML앰플,니들세트,패치)",1510,nan,5000,D241017008,1.0,8649.0,8649.0,임가공,임가공,2026-11-19,247,9개월 미만,7.666666666666667,0.0,0.0,,
1072,9307900,[EA]클리어아하2%토너 200ml,1510,nan,5000,AFZ,3643.0,11255777.299945116,3089.7000548847423,클리어,클리어,2027-07-04,474,18개월 미만,293.6666666666667,765.0666666666671,2363826.521990488,27%,371.7435709635417
1073,9307900,[EA]클리어아하2%토너 200ml,1510,nan,5100,0,0.0,0.0,3089.7000548847423,클리어,클리어,,0,유효기한 없음,293.6666666666667,0.0,0.0,27%,371.7435709635417
1074,9307900,[EA]클리어아하2%토너 200ml,1510,nan,5100,AFZ,1.0,3089.7000548847423,3089.7000548847423,클리어,클리어,2027-07-04,474,18개월 미만,293.6666666666667,1.0,3089.7000548847423,27%,371.7435709635417
1075,9307900,[EA]클리어아하2%토너 200ml,1510,nan,5200,AFZ,0.0,0.0,3089.7000548847423,클리어,클리어,2027-07-04,474,18개월 미만,293.6666666666667,0.0,0.0,27%,371.7435709635417
1076,9307903,[EA]클리어B3+B5세럼 29ml,1510,nan,5000,AFZ,6829.0,20739077.811926603,3036.912844036697,클리어,클리어,2027-07-03,473,18개월 미만,663.0,353.7,1074156.0729357798,8%,713.987548828125
1077,9307903,[EA]클리어B3+B5세럼 29ml,1510,nan,5010,AFZ,145.0,440352.36238532106,3036.912844036697,클리어,클리어,2027-07-03,473,18개월 미만,663.0,145.0,440352.36238532106,8%,713.987548828125
1078,9307903,[EA]클리어B3+B5세럼 29ml,1510,nan,5100,0,0.0,0.0,3036.912844036697,클리어,클리어,,0,유효기한 없음,663.0,0.0,0.0,8%,713.987548828125
1079,9307903,[EA]클리어B3+B5세럼 29ml,1510,nan,5100,AFZ,1.0,3036.912844036697,3036.912844036697,클리어,클리어,2027-07-03,473,18개월 미만,663.0,1.0,3036.912844036697,8%,713.987548828125
1080,9307903,[EA]클리어B3+B5세럼 29ml,1510,nan,5400,AFZ,1.0,3036.912844036697,3036.912844036697,클리어,클리어,2027-07-03,473,18개월 미만,663.0,1.0,3036.912844036697,8%,713.987548828125
1081,9307905,[EA]클리어징크에스오에스스팟 15ml,1510,nan,5000,AFZ,10446.0,16404979.544366803,1570.4556331961328,클리어,클리어,2027-07-03,473,18개월 미만,430.6666666666667,6239.822222222224,9799363.959031302,148%,1069.6483561197917
1082,9307905,[EA]클리어징크에스오에스스팟 15ml,1510,nan,5100,0,0.0,0.0,1570.4556331961328,클리어,클리어,,0,유효기한 없음,430.6666666666667,0.0,0.0,148%,1069.6483561197917
1083,9307905,[EA]클리어징크에스오에스스팟 15ml,1510,nan,5100,AFZ,1.0,1570.4556331961328,1570.4556331961328,클리어,클리어,2027-07-03,473,18개월 미만,430.6666666666667,1.0,1570.4556331961328,148%,1069.6483561197917
1084,9307906,[단종][EA]클리어5애씨드필 30ml,1510,nan,5000,CEF001,8431.0,34940213.0,4144.2548926580475,기타,기타,2027-06-13,453,18개월 미만,28.666666666666668,8170.133333333338,33859115.04033529,900% 이상,286.6666666666667
1085,9307953,[EA]멜라라필스텝2_4매입(15g*8ea),1510,nan,5000,152DH,2000.0,6704800.0,3352.4,멜라(기타),멜라(기타),2027-08-11,512,18개월 미만,324.6666666666667,1492.3555555555554,5002972.764444444,260%,1167.8805338541667
1086,9307953,[EA]멜라라필스텝2_4매입(15g*8ea),1510,nan,5100,0,0.0,0.0,3352.4,멜라(기타),멜라(기타),,0,유효기한 없음,324.6666666666667,0.0,0.0,260%,1167.8805338541667
1087,9307953,[EA]멜라라필스텝2_4매입(15g*8ea),1510,nan,5100,152DH,1.0,3352.4,3352.4,멜라(기타),멜라(기타),2027-08-11,512,18개월 미만,324.6666666666667,0.0,0.0,260%,1167.8805338541667
1088,9307953,[EA]멜라라필스텝2_4매입(15g*8ea),1510,nan,7040,152DH,2275.0,7626710.0,3352.4,멜라(기타),멜라(기타),2027-08-11,512,18개월 미만,324.6666666666667,2275.0,7626710.0,260%,1167.8805338541667
1089,9307953,[EA]멜라라필스텝2_4매입(15g*8ea),1510,nan,7040,622DF,8327.0,27915434.8,3352.4,멜라(기타),멜라(기타),2027-06-26,466,18개월 미만,324.6666666666667,5231.844444444441,17539235.315555546,260%,1167.8805338541667
1090,9307953,[EA]멜라라필스텝2_4매입(15g*8ea),1510,nan,7060,152DH,437.0,1464998.8,3352.4,멜라(기타),멜라(기타),2027-08-11,512,18개월 미만,324.6666666666667,437.0,1464998.8,260%,1167.8805338541667
1091,9307960,[단종][EA]디더블유이지에프멜라토닝비타씨토너150ml_(수정),1510,nan,5010,BEZ,10.0,37734.06546990496,3773.4065469904963,기타,기타,2027-05-08,417,18개월 미만,105.0,0.0,0.0,,
1092,9307960,[단종][EA]디더블유이지에프멜라토닝비타씨토너150ml_(수정),1510,nan,6030,GKZ,675.0,2547049.419218585,3773.4065469904963,기타,기타,2027-11-06,599,24개월 미만,105.0,0.0,0.0,,
1093,9307960,[단종][EA]디더블유이지에프멜라토닝비타씨토너150ml_(수정),1510,nan,7030,ADZ,4.0,15093.626187961985,3773.4065469904963,기타,기타,2027-05-08,417,18개월 미만,105.0,0.0,0.0,,
1094,9307960,[단종][EA]디더블유이지에프멜라토닝비타씨토너150ml_(수정),1510,nan,7040,ADZ,7.0,26413.845828933474,3773.4065469904963,기타,기타,2027-05-08,417,18개월 미만,105.0,0.0,0.0,,
1095,9307960,[단종][EA]디더블유이지에프멜라토닝비타씨토너150ml_(수정),1510,nan,7040,BEZ,251.0,947125.0432946145,3773.4065469904963,기타,기타,2027-05-08,417,18개월 미만,105.0,0.0,0.0,,
1096,9307961,[EA]이지듀멜라CBA3열샤셰2.5g,1510,nan,5000,DFZ,0.0,0.0,0.0,멜라(기타),멜라(기타),,0,유효기한 없음,0.0,0.0,0.0,,
1097,9307962,[EA]멜라비타12앰플클렌저_샤셰(2ml),1510,nan,5000,QE05,68034.0,4953601.17769106,72.81067080711203,멜라(기타),멜라(기타),2027-06-16,456,18개월 미만,19.0,67859.2,4940873.872433976,900% 이상,190.0
1098,9307962,[EA]멜라비타12앰플클렌저_샤셰(2ml),1510,nan,7020,QE05,160.0,11649.707329137926,72.81067080711203,멜라(기타),멜라(기타),2027-06-16,456,18개월 미만,19.0,160.0,11649.707329137926,900% 이상,190.0
1099,9307962,[EA]멜라비타12앰플클렌저_샤셰(2ml),1510,nan,7060,QE05,4584.0,333764.1149798016,72.81067080711203,멜라(기타),멜라(기타),2027-06-16,456,18개월 미만,19.0,4584.0,333764.1149798016,900% 이상,190.0
1100,9307963,[EA]이지듀멜라글루타치온크림샤셰2g,1510,nan,5000,GFZ,5555.0,675593.6102455227,121.61901174536862,멜라(기타),멜라(기타),2027-06-25,465,18개월 미만,116.0,4453.0,541569.4593021264,900% 이상,1160.0
1101,9307963,[EA]이지듀멜라글루타치온크림샤셰2g,1510,nan,5100,0,0.0,0.0,121.61901174536862,멜라(기타),멜라(기타),,0,유효기한 없음,116.0,0.0,0.0,900% 이상,1160.0
1102,9307963,[EA]이지듀멜라글루타치온크림샤셰2g,1510,nan,5100,GFZ,0.0,0.0,121.61901174536862,멜라(기타),멜라(기타),2027-06-25,465,18개월 미만,116.0,0.0,0.0,900% 이상,1160.0
1103,9307963,[EA]이지듀멜라글루타치온크림샤셰2g,1510,nan,5200,GFZ,10.0,1216.1901174536863,121.61901174536862,멜라(기타),멜라(기타),2027-06-25,465,18개월 미만,116.0,10.0,1216.1901174536863,900% 이상,1160.0
1104,9307963,[EA]이지듀멜라글루타치온크림샤셰2g,1510,nan,7020,GFZ,140.0,17026.661644351607,121.61901174536862,멜라(기타),멜라(기타),2027-06-25,465,18개월 미만,116.0,140.0,17026.661644351607,900% 이상,1160.0
1105,9307963,[EA]이지듀멜라글루타치온크림샤셰2g,1510,nan,7060,GFZ,23498.0,2857803.537992672,121.61901174536862,멜라(기타),멜라(기타),2027-06-25,465,18개월 미만,116.0,23498.0,2857803.537992672,900% 이상,1160.0
1106,9307970,[EA]DW-EGF클리어선패치 1매,1510,nan,5000,739,39065.0,28234583.89990089,722.7590912556225,멜라(기타),멜라(기타),2027-07-02,472,18개월 미만,0.0,0.0,0.0,,
1107,9307970,[EA]DW-EGF클리어선패치 1매,1510,nan,5000,928,286.0,206709.10009910804,722.7590912556225,멜라(기타),멜라(기타),2027-04-25,404,18개월 미만,0.0,0.0,0.0,,
1108,9307972,[EA]DW이지에프멜라토닝선패드 1매,1510,nan,5000,QD01,5767.0,1730100.0,300.0,기타,기타,2027-04-01,380,18개월 미만,0.0,0.0,0.0,,
1109,9308000,[EA]클리어바하바디클렌저 300g,1510,nan,5000,QF01,3060.0,12876097.064279903,4207.8748576078115,클리어,클리어,2027-06-24,464,18개월 미만,60.666666666666664,2485.6888888888902,10459467.779390657,900% 이상,606.6666666666666
1110,9308000,[EA]클리어바하바디클렌저 300g,1510,nan,5000,QF02,4844.0,20382945.810252238,4207.8748576078115,클리어,클리어,2027-06-25,465,18개월 미만,60.666666666666664,4841.977777777778,20374436.552206855,900% 이상,606.6666666666666
1111,9308000,[EA]클리어바하바디클렌저 300g,1510,nan,5000,QF03,5320.0,22385894.242473558,4207.8748576078115,클리어,클리어,2027-06-25,465,18개월 미만,60.666666666666664,5320.0,22385894.242473558,900% 이상,606.6666666666666
1112,9308000,[EA]클리어바하바디클렌저 300g,1510,nan,5000,QG04,5211.0,21927235.882994305,4207.8748576078115,클리어,클리어,2027-06-30,470,18개월 미만,60.666666666666664,5200.888888888889,21884689.59276738,900% 이상,606.6666666666666
1113,9308000,[EA]클리어바하바디클렌저 300g,1510,nan,5100,0,0.0,0.0,4207.8748576078115,클리어,클리어,,0,유효기한 없음,60.666666666666664,0.0,0.0,900% 이상,606.6666666666666
1114,9308000,[EA]클리어바하바디클렌저 300g,1510,nan,5100,QF01,0.0,0.0,4207.8748576078115,클리어,클리어,2027-06-24,464,18개월 미만,60.666666666666664,0.0,0.0,900% 이상,606.6666666666666
1115,9308000,[EA]클리어바하바디클렌저 300g,1510,nan,5300,QF01,0.0,0.0,4207.8748576078115,클리어,클리어,2027-06-24,464,18개월 미만,60.666666666666664,0.0,0.0,900% 이상,606.6666666666666
1116,9308062,[단종][EA]디더블유이지에프멜라글루타티온크림105ml,1510,nan,6040,NKZ,2.0,7888.5,3944.25,기타,기타,2027-10-22,584,24개월 미만,12.0,0.0,0.0,,
1117,9308062,[단종][EA]디더블유이지에프멜라글루타티온크림105ml,1510,nan,6090,NKZ,10.0,39442.5,3944.25,기타,기타,2027-10-22,584,24개월 미만,12.0,0.0,0.0,,
1118,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,5000,BAA,1.0,3910.534293193717,3910.534293193717,원데이앰플,15ML,,0,유효기한 없음,1830.3333333333333,1.0,3910.534293193717,900% 이상,18303.333333333332
1119,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,5000,CBA,24.0,93852.8230366492,3910.534293193717,원데이앰플,15ML,2028-02-12,697,24개월 미만,1830.3333333333333,0.0,0.0,900% 이상,18303.333333333332
1120,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,5000,EBA,4.0,15642.137172774868,3910.534293193717,원데이앰플,15ML,,0,유효기한 없음,1830.3333333333333,4.0,15642.137172774868,900% 이상,18303.333333333332
1121,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,5000,OHZ,6553.0,25625731.223298427,3910.534293193717,원데이앰플,15ML,2027-09-10,542,18개월 미만,1830.3333333333333,0.0,0.0,900% 이상,18303.333333333332
1122,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,5000,SLZ,537.0,2099956.915445026,3910.534293193717,원데이앰플,15ML,2027-12-01,624,24개월 미만,1830.3333333333333,0.0,0.0,900% 이상,18303.333333333332
1123,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,5100,0,0.0,0.0,3910.534293193717,원데이앰플,15ML,,0,유효기한 없음,1830.3333333333333,0.0,0.0,900% 이상,18303.333333333332
1124,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,5100,EBA,1.0,3910.534293193717,3910.534293193717,원데이앰플,15ML,,0,유효기한 없음,1830.3333333333333,1.0,3910.534293193717,900% 이상,18303.333333333332
1125,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,5600,EBA,0.0,0.0,3910.534293193717,원데이앰플,15ML,,0,유효기한 없음,1830.3333333333333,0.0,0.0,900% 이상,18303.333333333332
1126,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,5600,OHZ,0.0,0.0,3910.534293193717,원데이앰플,15ML,2027-09-10,542,18개월 미만,1830.3333333333333,0.0,0.0,900% 이상,18303.333333333332
1127,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,5600,SLZ,0.0,0.0,3910.534293193717,원데이앰플,15ML,2027-12-01,624,24개월 미만,1830.3333333333333,0.0,0.0,900% 이상,18303.333333333332
1128,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,6030,CBA,1831.0,7160188.290837696,3910.534293193717,원데이앰플,15ML,2028-02-12,697,24개월 미만,1830.3333333333333,0.0,0.0,900% 이상,18303.333333333332
1129,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,7030,CBA,100.0,391053.4293193717,3910.534293193717,원데이앰플,15ML,2028-02-12,697,24개월 미만,1830.3333333333333,0.0,0.0,900% 이상,18303.333333333332
1130,9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,1510,nan,7060,OHZ,2409.0,9420477.112303665,3910.534293193717,원데이앰플,15ML,2027-09-10,542,18개월 미만,1830.3333333333333,0.0,0.0,900% 이상,18303.333333333332
1135,9308228,[EA]멜라씨비타에센스토너30ml,1510,nan,5000,BDA,13381.0,20136046.60383463,1504.8237503799887,멜라(기타),멜라(기타),2028-04-27,772,24개월 이상,338.0,8782.6,13216265.07008729,900% 이상,3380.0
1136,9308228,[EA]멜라씨비타에센스토너30ml,1510,nan,5000,CFZ,9.0,13543.413753419898,1504.8237503799887,멜라(기타),멜라(기타),2027-08-25,526,18개월 미만,338.0,0.0,0.0,900% 이상,3380.0
1137,9308228,[EA]멜라씨비타에센스토너30ml,1510,nan,5000,DHA,30169.0,45399027.72521388,1504.8237503799887,멜라(기타),멜라(기타),2028-08-17,884,24개월 이상,338.0,28907.133333333335,43500140.79540105,900% 이상,3380.0
1138,9308228,[EA]멜라씨비타에센스토너30ml,1510,nan,5100,0,1.0,1504.8237503799887,1504.8237503799887,멜라(기타),멜라(기타),,0,유효기한 없음,338.0,1.0,1504.8237503799887,900% 이상,3380.0
1139,9308228,[EA]멜라씨비타에센스토너30ml,1510,nan,5100,BDA,2.0,3009.6475007599774,1504.8237503799887,멜라(기타),멜라(기타),2028-04-27,772,24개월 이상,338.0,2.0,3009.6475007599774,900% 이상,3380.0
1140,9308228,[EA]멜라씨비타에센스토너30ml,1510,nan,5600,BDA,0.0,0.0,1504.8237503799887,멜라(기타),멜라(기타),2028-04-27,772,24개월 이상,338.0,0.0,0.0,900% 이상,3380.0
1141,9308228,[EA]멜라씨비타에센스토너30ml,1510,nan,7060,CFZ,2085.0,3137557.5195422764,1504.8237503799887,멜라(기타),멜라(기타),2027-08-25,526,18개월 미만,338.0,0.0,0.0,900% 이상,3380.0
1142,9308229,[EA]멜라비타12앰플클렌저30ML,1510,nan,5000,QE05,110.0,134818.34425890795,1225.6213114446177,멜라(기타),멜라(기타),2027-05-28,437,18개월 미만,101.33333333333333,0.0,0.0,900% 이상,1013.3333333333333
1143,9308229,[EA]멜라비타12앰플클렌저30ML,1510,nan,5000,QE06,623.0,763562.0770299969,1225.6213114446177,멜라(기타),멜라(기타),2027-07-22,492,18개월 미만,101.33333333333333,437.2222222222223,535868.8733927301,900% 이상,1013.3333333333333
1144,9308229,[EA]멜라비타12앰플클렌저30ML,1510,nan,5000,RJ03,50126.0,61435493.85747291,1225.6213114446177,멜라(기타),멜라(기타),2028-09-01,899,24개월 이상,101.33333333333333,48751.24444444441,59750564.15055709,900% 이상,1013.3333333333333
1145,9308229,[EA]멜라비타12앰플클렌저30ML,1510,nan,5100,0,1.0,1225.6213114446177,1225.6213114446177,멜라(기타),멜라(기타),,0,유효기한 없음,101.33333333333333,1.0,1225.6213114446177,900% 이상,1013.3333333333333
1146,9308229,[EA]멜라비타12앰플클렌저30ML,1510,nan,5600,QE06,0.0,0.0,1225.6213114446177,멜라(기타),멜라(기타),2027-07-22,492,18개월 미만,101.33333333333333,0.0,0.0,900% 이상,1013.3333333333333
