자재,자재 내역,Stock Quantity on Period End,3평판,대분류,소분류,재고일수
9306482,"[세트]베리어리페어3종세트(베리어리페어크림105ml,클렌저,미스트)",10.0,0.0,임가공,임가공,999.0
9306492,[단종][EA]디더블유이지에프10피피엠항산화앰플30ml,762.0,193.66666666666663,기타,기타,118.03786574870915
9306494,[단종][EA]디더블유이지에프10피피엠항산화앰플1ml_단상자포장없음,756.0,0.0,기타,기타,999.0
9306559,[EA]베리어리페어마스크25G_1매입,2.0,0.0,멜라(기타),멜라(기타),999.0
9306573,[EA]디더블유이지에프크림화이트토닝50ML(2023ver.),133.0,314.3333333333333,기타,기타,12.693531283138919
9306638,[EA]디더블유이지에프투엑스멜라토닝원데이앰플1ml(샤쉐),90964.0,0.0,원데이앰플,기타,999.0
9306763,[EA]디더블유이지에프트리플안티옥시던트크림2ml(샤쉐),26141.0,98.0,기타,기타,8002.34693877551
9306764,[EA]디더블유이지에프트리플안티옥시던트크림50ml,17.0,0.0,기타,기타,999.0
9306765,[EA]디더블유이지에프트리플안티옥시던트크림75ml,411.0,589.3333333333334,기타,기타,20.921945701357465
9306771,디더블유이지에프10트리플안티옥시던트앰플(1ml*4ea),2957.0,158.0,포스트레이저,병의원,561.4556962025316
9306774,[단종][EA]디더블유이지에프10트리플안티옥시던트앰플30ml,12.0,202.33333333333331,기타,기타,1.7792421746293248
9306812,[세트]멜라토닝원데이앰플1ml+멜라토닝패치4매입_(판),1486.0,319.6666666666667,임가공,임가공,139.45776850886338
9306813,[EA]베리어리페어립앤멀티밤10g,1424.0,2132.6666666666665,베리어,베리어,20.03125976867771
9306903,[EA]디더블유이지에프비타민씨부스팅앰플25_13g,54.0,0.0,기타,기타,999.0
9306956,[EA]디더블유이지에프원데이앰플(12ml+0.7ml)*3ea_(면세),1498.0,500.0,임가공,임가공,89.88
9306957,[EA]리더마마스터앰플(1ml*14ea)*3ea_(면세),132.0,25.666666666666668,기타,기타,154.28571428571428
9307043,[EA]디더블유이지에프멜라토닝원데이앰플8ml_AD(2024),1449.0,1482.6666666666667,원데이앰플,8ML,29.318794964028775
9307044,[EA]디더블유이지에프멜라토닝원데이앰플30ml_AD(2024),155516.0,4188.666666666667,원데이앰플,30ML,1113.834155658125
9307045,[단종][EA]디더블유이지에프멜라토닝패치(5g*4ea)_AD(2024),5178.0,826.0,멜라(기타),멜라(기타),188.0629539951574
9307048,[단종][EA]디더블유이지에프크림다이브좀50ML_AD(2024),83.0,0.0,기타,기타,999.0
9307126,[EA]디더블유이지에프더마니들2700샷(40mg*2ea)_덧방용,784.0,0.0,기타,기타,999.0
9307127,[EA]DW이지에프10ppm원데이2700샷(40mg*4ea)_덧방용,423.0,0.0,기타,기타,999.0
9307138,[EA]멜라토닝선에센스크림45ml,206.0,74.33333333333333,멜라(기타),멜라(기타),83.13901345291481
9307203,[EA]디더블유이지에프10ppm비타민샷마이크로패치_4입,1833.0,0.0,기타,기타,999.0
9307221,[EA]디더블유EGF10ppm원데이엠티에스2700샷(2개입)_스몰랩,8839.0,136.0,기타,기타,1949.7794117647059
9307222,[단종[EA]디더블유EGF10ppm원데이엠티에스2700샷(4개입)_스몰랩,204.0,0.0,기타,기타,999.0
9307272,[EA]디더블유이지에프멜라토닝패치1매입(5g)_AD(2024),2325.0,0.0,멜라(기타),멜라(기타),999.0
9307276,[EA]DW-EGF클리어선패치(2매입*4ea),2339.0,321.6666666666667,멜라(기타),멜라(기타),218.14507772020724
9307277,[단종][EA]DW-EGF와이드선패치(2매입*4ea),60.0,0.0,기타,기타,999.0
9307278,[EA]DW-EGF멜라라필스텝1(50ml),11010.0,323.0,멜라(기타),멜라(기타),1022.6006191950463
9307279,"[EA]멜라라필프로그램(스텝1 3ml, 스텝2 15g*4ea,브러쉬)oy",12580.0,167.0,멜라(기타),멜라(기타),2259.880239520958
9307319,[EA]디더블유이지에프멜라토닝원데이앰플1ml_AD(2024),21785.0,3961.3333333333335,원데이앰플,1ML,164.98232918209357
9307323,[EA]DW이지에프레티놀0.03프로멜라토닝크림(베이직)_1개입),259.0,209.66666666666663,멜라(기타),멜라(기타),37.05882352941177
9307324,[EA]DW이지에프레티놀0.3프로멜라토닝크림(엑스퍼트),107.0,3581.6666666666665,멜라(기타),멜라(기타),0.8962308050255933
9307325,[단종][EA]DW이지에프멜라토닝선패드(2개입)_파우치ver.,957.0,52.333333333333336,기타,기타,548.5987261146497
9307328,"[단[EA]DW이지에프10ppm원데이2700샷홈디바이스키트(니들,롤러대)",160.0,141.0,기타,기타,34.04255319148936
9307341,[EA]DW-EGF비타민씨부스팅앰플25OY기획(10g+1ml),480.0,45.0,기타,기타,320.0
9307342,[EA]디더블유EGF10ppm원데이MTS2700샷(1개입)_미품,6363.0,0.0,기타,기타,999.0
9307343,[EA]이지듀DW-EGF레티노0.03프로멜라토닝크림30ml(베이직),11985.0,1336.6666666666667,멜라(기타),멜라(기타),268.99002493765585
9307350,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,612.0,3505.333333333333,원데이앰플,올리브영,5.2377329783187525
9307351,"[EA]]DW-EGF멜라토닝MTS프로그램[니들1,롤러대,앰플1ml)oy",408.0,0.0,기타,기타,999.0
9307383,[단종][EA]디더블유이지에프쓰리엑스멜라토닝세븐데이즈앰플3ml,369.0,0.0,기타,기타,999.0
9307529,[EA]멜라토닝비타씨토너30ml,3031.0,282.0,멜라(기타),멜라(기타),322.4468085106383
9307551,[EA]멀티비타앰플클렌저30ml,960.0,53.0,기타,기타,543.3962264150944
9307552,[EA]멀티비타앰플클렌저200ml,3318.0,266.6666666666667,멜라(기타),멜라(기타),373.275
9307604,[세트]이지듀디더블유이지에프멜라토닝기획세트(앰플+패치)_(컬리),255.0,55.0,임가공,임가공,139.0909090909091
9307728,[EA]클리어바하클렌저 100ml,10119.0,621.0,클리어,클리어,488.84057971014494
9307832,"[세트] 이지듀 학회용 한가인 기미토닝세트(1ML앰플,니들세트,패치)",76.0,11.0,임가공,임가공,207.27272727272728
9307900,[EA]클리어아하2%토너 200ml,3911.0,326.3333333333333,클리어,클리어,359.54034729315634
9307903,[EA]클리어B3+B5세럼 29ml,7508.0,744.0,클리어,클리어,302.741935483871
9307905,[EA]클리어징크에스오에스스팟 15ml,10757.0,603.3333333333334,클리어,클리어,534.878453038674
9307906,[단종][EA]클리어5애씨드필 30ml,8456.0,32.0,기타,기타,7927.5
9307953,[EA]멜라라필스텝2_4매입(15g*8ea),13201.0,326.0,멜라(기타),멜라(기타),1214.8159509202453
9307960,[단종][EA]디더블유이지에프멜라토닝비타씨토너150ml_(수정),1027.0,108.66666666666669,기타,기타,283.52760736196313
9307961,[EA]이지듀멜라CBA3열샤셰2.5g,667.0,0.0,멜라(기타),멜라(기타),999.0
9307962,[EA]멜라비타12앰플클렌저_샤셰(2ml),75005.0,21.33333333333333,멜라(기타),멜라(기타),105475.78125000003
9307963,[EA]이지듀멜라글루타치온크림샤셰2g,32984.0,126.33333333333331,멜라(기타),멜라(기타),7832.612137203168
9307970,[EA]DW-EGF클리어선패치 1매,39352.0,0.0,멜라(기타),멜라(기타),999.0
9307972,[EA]DW이지에프멜라토닝선패드 1매,5767.0,0.0,기타,기타,999.0
9308000,[EA]클리어바하바디클렌저 300g,18476.0,75.33333333333333,클리어,클리어,7357.699115044248
9308062,[단종][EA]디더블유이지에프멜라글루타티온크림105ml,24.0,10.666666666666666,기타,기타,67.50000000000001
9308074,[EA]디더블유이지에프멜라토닝원데이앰플15ml,15582.0,2352.6666666666665,원데이앰플,15ML,198.69368092944177
9308228,[EA]멜라씨비타에센스토너30ml,46507.0,550.6666666666666,멜라(기타),멜라(기타),2533.674334140436
9308229,[EA]멜라비타12앰플클렌저30ML,53350.0,291.0,멜라(기타),멜라(기타),5500.0
9308231,[단종][EA]멜라선앰플패드_1매(3ml)*15입,9860.0,0.0,임가공,임가공,999.0
9308235,[EA]이지듀멜라5스텝스타터키트(GWP),1516.0,1505.0,기타,기타,30.219269102990033
9308236,[EA]이지듀멜라글루타치온크림50ml,27350.0,5669.333333333333,멜라(기타),멜라(기타),144.7260112888053
9308304,"[EA]멜라라필프로그램(스텝1 3ml, 스텝2 15g*4ea,브러쉬)직영",5426.0,887.3333333333334,멜라(기타),멜라(기타),183.44853493613823
9308335,[RX]이지듀알엑스포스트레이저센시티브베리어150ml_AD,10612.0,1915.3333333333333,포스트레이저,병의원,166.216498433693
9308336,[RX]이지듀알엑스포스트레이저리뉴얼모이스처50ml_AD,6840.0,285.0,포스트레이저,병의원,720.0
9308337,[RX]알엑스포스트레이저비비크림40ml_AD,3435.0,288.0,포스트레이저,병의원,357.8125
9308426,[EA]멜라에이레티노0.03프로크림_10ml+1ml(올리브영),13347.0,1493.3333333333333,임가공,임가공,268.13169642857144
9308427,[EA]클리어라하바디미스트 100ml,19158.0,33.666666666666664,클리어,클리어,17071.48514851485
9308494,[EX]멜라비타앰플데일리마스크30매입(310g),5371.0,110.33333333333331,멜라(기타),멜라(기타),1460.3927492447133
9308616,[EA]DW-EGF멜라선와이드패치(4g*4매입)_지퍼백ver,84737.0,1141.0,멜라(기타),멜라(기타),2227.9666958808066
9308654,[단종][EA]멜라비토닝앰플쿠션21호페어(본품)_15g,29.0,8.0,멜라(앰플쿠션),본품19호(15G),108.75
9308655,[단종][EA]멜라비토닝앰플쿠션21호내추럴(본품)_15g,4.0,0.0,멜라(앰플쿠션),본품21호(15G),999.0
9308656,[단종][EA]멜라비토닝앰플쿠션23호 베이지(본품)_15g,34.0,0.0,멜라(앰플쿠션),본품23호(15G),999.0
9308657,[단종][EA]멜라비토닝앰플쿠션21호페어(리필)_15g,2845.0,39.333333333333336,멜라(앰플쿠션),리필19호(15G),2169.915254237288
9308658,[단종][EA]멜라비토닝앰플쿠션21호내추럴(리필)_15g,9.0,0.0,멜라(앰플쿠션),리필21호(15G),999.0
9308659,[단종][EA]멜라비토닝앰플쿠션23호 베이지(리필)_15g,5415.0,26.0,멜라(앰플쿠션),리필23호(15G),6248.076923076923
9308690,[EX]디더블유이지에프멜라토닝원데이앰플10ml,22604.0,1112.3333333333333,원데이앰플,10ML,609.6373988612527
9308763,[EA]멜라비토닝원데이앰플0.7ml(샤쉐),61194.0,0.0,원데이앰플,기타,999.0
9308764,이지듀멜라토닝원데이앰플기획세트(12ML+0.7ML),29370.0,12755.0,원데이앰플,올리브영,69.07879263034104
9308765,[EA]멜라비토닝패치풀페이스(24g*6ea),972.0,215.66666666666663,멜라(기타),멜라(기타),135.20865533230295
9308771,[EA]스킨부스터엠티에스앰플3.5ml,11438.0,187.66666666666663,기타,기타,1828.4547069271762
9308772,[EA]이지듀스킨부스터나이아신토닝샷앰플1ml*7ea,4133.0,194.66666666666663,기타,기타,636.9349315068494
9308773,[EA]스킨부스터피디알엔리프팅샷앰플1ml*7ea,2467.0,778.3333333333334,기타,기타,95.08779443254818
9308774,[EA]스킨부스터엑소좀포어샷앰플1ml*7ea,5513.0,156.66666666666666,기타,기타,1055.6808510638298
9308775,[EA]스킨부스터히알루론글로우샷앰플1ml*7ea,4487.0,129.33333333333334,기타,기타,1040.7989690721647
9308812,[EA]멜라에이레티노0.3프로트리트먼트15ml,6600.0,336.6666666666667,멜라(기타),멜라(기타),588.1188118811881
9308817,[세트]이지듀한가인슬리브(쿠팡앰플샷2종),2335.0,0.0,임가공,임가공,999.0
9308818,"[세트]명절용멜라3-스텝스페셜세트(멜라토너,크림,앰플,레티노)",21.0,101.0,임가공,임가공,6.237623762376238
9308848,[EA]멜라씨비타에센스토너150ml,5088.0,4590.333333333333,멜라(기타),멜라(기타),33.252487110594735
9308885,"24추석_멜라토닝데일리케어세트(베리어토너,기미크림,앰플,패치)",11.0,0.0,임가공,임가공,999.0
9308948,[ODM][RX]이지듀알엑스리페어컨트롤리뉴얼인텐시브모이스처50ml,15.0,2008.0,기타,기타,0.2241035856573705
9309071,"베리어세트(미스트,크림50,마스크팩)",7.0,-7.0,임가공,임가공,999.0
9309145,[EA]리프트이지에프10코어이펙트앰플15ml,104488.0,63933.333333333336,이펙트코어,앰플 15ml,49.029822732012505
9309146,[EA]멜라비토닝원데이앰플40ml,64593.0,8525.666666666666,원데이앰플,40ML,227.28897055948707
9309148,[EA]리프트피디알엔넥패치(6g*4매입),22155.0,774.3333333333334,이펙트코어,기타,858.3512699095995
9309149,[EA]멜라거즈드레싱마스크(4매입),7850.0,499.0,멜라(기타),멜라(기타),471.9438877755511
9309160,[EA]리프트거즈드레싱마스크(25g*3매입),16627.0,356.0,이펙트코어,기타,1401.1516853932583
9309213,[EA]리프트이지에프10코어이펙트앰플30ml,17588.0,711.3333333333334,이펙트코어,앰플 30ml,741.7619493908153
9309214,[EA]리프트이지에프10코어이펙트앰플1ml(샤셰),42754.0,20208.0,이펙트코어,기타,63.4709026128266
9309250,[oy기획]스킨부스터나이아신토닝샷앰플1ml*7ea,147.0,100.33333333333331,임가공,임가공,43.953488372093034
9309251,[oy기획]스킨부스터피디알엔리프팅샷앰플1ml*7ea,38.0,83.33333333333333,임가공,임가공,13.68
9309252,[oy기획]스킨부스터엑소좀포어샷앰플1ml*7ea,109.0,66.66666666666667,임가공,임가공,49.05
9309253,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,126.0,66.66666666666667,임가공,임가공,56.699999999999996
9309314,[RX]포스트레이저센시티브베리어1ml(샤셰),101979.0,0.0,포스트레이저,병의원,999.0
9309315,[RX]포스트레이저리뉴얼모이스처1ml(샤셰),101980.0,0.0,포스트레이저,병의원,999.0
9309330,이지듀스킨부스터엠티에스앰플(본품) 3.5g,102.0,242.0,기타,기타,12.644628099173554
9309392,[EA]멜라글루타치온크림105ml,50031.0,5201.0,멜라(기타),멜라(기타),288.58488752163044
9309401,[EA]멜라비토닝원데이앰플투엑스기획세트(13ml*2+1ml*2),609.0,1984.0,원데이앰플,기타,9.208669354838708
9309503,[EA]멜라비토닝앰플쿠션19호페어(본품)_V2,563.0,1.0,멜라(앰플쿠션),본품19호(15G),16890.0
9309505,[EA]멜라비토닝앰플쿠션21호내추럴(본품)_V2,279.0,3.5,멜라(앰플쿠션),본품21호(15G),2391.4285714285716
9309506,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,980.0,20.5,멜라(앰플쿠션),본품23호(15G),1434.1463414634145
9309507,[EA]멜라비토닝앰플쿠션19호페어(리필)_V2,12268.0,1425.6666666666667,멜라(앰플쿠션),리필19호(15G),258.1529109188684
9309508,[EA]멜라비토닝앰플쿠션21호내추럴(리필)_V2,156.0,7.0,멜라(앰플쿠션),리필21호(15G),668.5714285714286
9309509,[EA]멜라비토닝앰플쿠션23호베이지(리필)_V2,1026.0,439.0,멜라(앰플쿠션),리필23호(15G),70.11389521640092
9309510,[EA]디더블유이지에프멜라패치(Japan) 5g*4ea,11558.0,78.66666666666667,멜라(기타),멜라(기타),4407.71186440678
9309511,[EA]멜라글루타치온크림(Japan) 50ml,6618.0,908.6666666666666,멜라(기타),멜라(기타),218.49596478356568
9309515,[EA]멜라원데이앰플(Japan) 10ml,527.0,1244.3333333333333,원데이앰플,10ML,12.70559871417091
9309522,[EA]멜라씨비타에센스토너(Japan) 150ml,331.0,884.0,멜라(기타),멜라(기타),11.233031674208146
9309592,이지듀쓰리엑스멜라비토닝원데이앰플15ml,1875.0,0.0,기타,기타,999.0
9309593,이지듀쓰리엑스멜라비토닝패치3g*6ea,5643.0,0.0,기타,기타,999.0
9309594,이지듀쓰리엑스이지에프10리페어크림20ml,1976.0,0.0,기타,기타,999.0
9309712,[세트]이지듀 2025신년 패키지 SET 기미앰플 30ml * 6EA,7.0,0.0,임가공,임가공,999.0
9309713,[세트]이지듀 2025신년 패키지 SET 항산화 30ml * 4EA,6.0,0.0,임가공,임가공,999.0
9309744,[EA]멜라비토닝앰플쿠션트라이얼3열샤쉐0.2ml*3ea,3778.0,8.333333333333334,기타,기타,13600.8
9309753,[판촉물]멜라토닝 더블업 크림+앰플 기획세트_25년설,2485.0,3112.333333333333,임가공,임가공,23.953089857555963
9309754,멜라 3-스텝 올인원 스페셜세트_2025(대관용),195.0,-195.0,임가공,임가공,999.0
9309795,[EA]멜라오버나이트멜팅크림 50g,52512.0,1991.3333333333333,멜라(캡슐크림),멜라(캡슐크림),791.1081352527619
9309797,[EA]이지에프하이드로부스팅토너200ml(홈쇼핑),6467.0,12.666666666666666,기타,기타,15316.578947368422
9309798,[EA]이지에프코어부스팅아이크림30ml,109589.0,7865.666666666667,기타,기타,417.9772852481247
9309831,[EA]멜라비토닝유브이선스틱20g,8943.0,249.66666666666663,멜라(기타),멜라(기타),1074.592790387183
9309833,[세트]이지듀 베리어리페어크림+앰플기획(크림50ML+앰플1ML),440.0,0.0,임가공,임가공,999.0
9309834,[EA]멜라비토닝UV선세럼40ml+40ml(OY),4093.0,163.33333333333334,멜라(기타),멜라(기타),751.7755102040816
9309835,[EA]멜라비토닝유브이선세럼투엑스40ml,47991.0,3310.333333333333,멜라(기타),멜라(기타),434.91994763870713
9309837,[EA]멜라비토닝유브이선세럼투엑스사셰1ml,32258.0,-132.33333333333334,멜라(기타),멜라(기타),999.0
9309838,[EA]멜라비토닝앰플쿠션19호페어(본품)15g_V3_,55723.0,2025.3333333333333,멜라(앰플쿠션),본품19호(15G),825.3900592495063
9309839,[EA]멜라비토닝앰플쿠션21호내추럴(본품)15g_V3,259258.0,59523.333333333336,멜라(앰플쿠션),본품21호(15G),130.6670773366187
9309900,[EA]멜라비토닝앰플쿠션23호베이지(본품)15g_V3,73972.0,12669.333333333334,멜라(앰플쿠션),본품23호(15G),175.1599663228794
9309902,[EA]멜라비토닝앰플쿠션19호페어(리필)15g_V3,76022.0,827.0,멜라(앰플쿠션),리필19호(15G),2757.7509068923823
9309903,[EA]멜라비토닝앰플쿠션21호내추럴(리필)15g_V3,85749.0,59115.0,멜라(앰플쿠션),리필21호(15G),43.51636640446587
9309904,[EA]멜라비토닝앰플쿠션23호베이지(리필)15g_V3,39621.0,12454.333333333334,멜라(앰플쿠션),리필23호(15G),95.43907073843107
9309908,[EA]디더블유이지에프멜라토닝패치(5g*4ea)_V2,86304.0,6015.333333333333,멜라(기타),멜라(기타),430.4200376814807
9309910,[EA]멀티비타12앰플클렌저200ml,4571.0,835.6666666666666,멜라(기타),멜라(기타),164.096529716793
9309930,한가인 VIP 고급 대관세트 (기미앰플+항산화+쿠션)_2025년설,40.0,78.0,임가공,임가공,15.384615384615383
9310121,[EA]리프트이지에프10코어이펙트앰플(1ml*4ea),14577.0,5917.666666666667,이펙트코어,기타,73.89905931391877
9310226,[단종]멜라비토닝매트커버쿠션19호페어(본품)_19g,3.0,0.0,매트커버팩트,본품19호,999.0
9310228,[단종]멜라비토닝매트커버쿠션21호내추럴(본품)_19g,94.0,5.0,매트커버팩트,본품21호,564.0
9310230,[단종]멜라비토닝매트커버쿠션23호베이지(본품)_19g,2.0,0.0,매트커버팩트,본품23호,999.0
9310233,[EA]멜라비토닝앰플쿠션21호내추럴(미니)_8g,78591.0,10846.0,멜라(앰플쿠션),21호(미니),217.3824451410658
9310446,[EA]멜라UV틴티드글로우립레드3.6g,2986.0,83.0,멜라(립),멜라(립),1079.277108433735
9310448,[EA]멜라UV틴티드글로우립핑크3.6g,32198.0,87.0,멜라(립),멜라(립),11102.758620689656
9310449,[EA]멜라UV틴티드글로우립밤3.4g,4102.0,342.3333333333333,멜라(립),멜라(립),359.4741966893866
9310450,[EA]멜라UV틴티드글로우립다크레드3.6g,3974.0,3.0,멜라(립),멜라(립),39740.0
9310451,[EA]멜라UV틴티드글로우립코랄3.6g,33746.0,178.66666666666666,멜라(립),멜라(립),5666.305970149255
9310452,[EA]멜라UV틴티드글로우립로즈3.6g,34481.0,170.0,멜라(립),멜라(립),6084.882352941177
9310454,멜라비토닝앰플글로우겔마스크30g(4매입),67029.0,925.6666666666666,멜라(기타),멜라(기타),2172.347857400072
9310455,[EA]디더블유이지에프클리어선패치4g(4매입)V2,91038.0,505.6666666666667,멜라(기타),멜라(기타),5401.067897165457
9310457,이지듀멜라비토닝앰플쿠션19호페어13G,19882.0,726.6666666666666,멜라(앰플쿠션),본품19호(13G),820.816513761468
9310458,이지듀멜라비토닝앰플쿠션21호내추럴13G,26408.0,3077.6666666666665,멜라(앰플쿠션),본품21호(13G),257.41579118379724
9310560,이지듀멜라비토닝앰플쿠션23호베이지13G,13900.0,1311.3333333333333,멜라(앰플쿠션),본품23호(13G),317.9969496695476
9310561,이지듀멜라비토닝앰플쿠션19호페어13G(리필),10800.0,337.0,멜라(앰플쿠션),리필19호(13G),961.4243323442137
9310562,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),22422.0,1668.6666666666667,멜라(앰플쿠션),리필21호(13G),403.11226528166196
9310563,이지듀멜라비토닝앰플쿠션23호베이지13G(리필),13825.0,547.3333333333334,멜라(앰플쿠션),리필23호(13G),757.7649208282581
9310593,[EA]이지듀멜라비토닝원데이앰플로즈30ml,59457.0,198.33333333333331,로즈,앰플 30ml,8993.495798319329
9310594,[EA]이지듀멜라비토닝원데이앰플로즈15ml,32986.0,-622.3333333333334,로즈,앰플 15ml,999.0
9310595,[EA]이지듀멜라비토닝미스트로즈50ml,873.0,623.6666666666666,로즈,기타,41.99358631747729
9310613,[EA]멜라비토닝패치풀페이스(24g*1ea),765.0,0.0,멜라(기타),멜라(기타),999.0
9310614,[EA]이지듀멜라토닝원데이앰플8ml(2025_추출물용매분리버전),2608.0,1724.3333333333333,원데이앰플,8ML,45.37405760680456
9310616,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),129282.0,57722.66666666666,원데이앰플,15ML,67.19128245403309
9310618,[세트]멜라토닝원데이앰플10ml_카카오,53.0,0.0,임가공,임가공,999.0
9310619,[세트]멜라비토닝투엑스유브이선세럼40ml_카카오,233.0,21.666666666666668,임가공,임가공,322.61538461538464
9310695,멜라비토닝앰플쿠션23호베이지(미니)_8g,36919.0,1667.3333333333333,멜라(앰플쿠션),23호(미니),664.2762894842064
9310696,멜라비토닝앰플쿠션22호라이트베이지(미니)_8g,23109.0,3356.0,멜라(앰플쿠션),22호(미니),206.57628128724673
9310697,멜라비토닝앰플쿠션19호페어(미니)_8g,7370.0,1585.0,멜라(앰플쿠션),19호(미니),139.49526813880126
9310698,멜라비토닝앰플쿠션22호라이트베이지(본품)_13g,8704.0,216.0,멜라(앰플쿠션),본품22호(13G),1208.888888888889
9310699,멜라비토닝앰플쿠션22호라이트베이지(리필)_13g,9299.0,155.0,멜라(앰플쿠션),리필22호(13G),1799.8064516129032
9310772,[세트]기미쿠션+글로우립밤세트_19호_카카오,99.0,29.33333333333333,임가공,임가공,101.25000000000001
9310774,[세트]기미쿠션+글로우립밤세트_23호_카카오,1.0,22.0,임가공,임가공,1.3636363636363638
9310805,이지듀멜라비토닝매트커버팩트19호페어(리필)_19g,30506.0,544.0,매트커버팩트,리필19호,1682.3161764705883
9310806,이지듀멜라비토닝매트커버팩트21호내추럴(리필)_19g,52648.0,2875.6666666666665,매트커버팩트,리필21호,549.243074069781
9310807,이지듀멜라비토닝매트커버팩트23호베이지(리필)_19g,6721.0,805.0,매트커버팩트,리필23호,250.472049689441
9310845,이지듀멜라비토닝앰플쿠션본품(선물포장)_21호내추럴(카카오),806.0,389.3333333333333,임가공,임가공,62.10616438356164
9310851,DW-EGF멜라선와이드패치(4g*4매입)_지퍼백ver*3ea(면세),754.0,63.333333333333336,임가공,임가공,357.1578947368421
9310878,이지듀멜라비토닝유브이선세럼40ml,29077.0,210.33333333333331,멜라(기타),멜라(기타),4147.2741679873225
9310904,이지듀멜라토닝로즈앰플30ML&미스트50ML_25가정의달(직영몰),49.0,0.0,임가공,임가공,999.0
9310905,이지듀멜라토닝로즈앰플30ML*2EA_25가정의달(직영몰),46.0,30.33333333333333,임가공,임가공,45.4945054945055
9310906,이지듀멜라토닝로즈앰플30ML*4EA_25가정의달(직영몰),135.0,0.0,임가공,임가공,999.0
9310907,이지듀멜라토닝로즈앰플30ML*1EA_25가정의달(제로샵),4.0,0.0,임가공,임가공,999.0
9310908,이지듀멜라토닝로즈앰플30ML*앰플쿠션19호페어15G_25가정의달(제로샵),34.0,2.0,임가공,임가공,510.0
9310930,이지듀멜라토닝로즈앰플30ML*앰플쿠션23호베이15G_25가정의달(제로샵),37.0,0.0,임가공,임가공,999.0
9310964,이지듀로즈앰플15ML&미스트50ML듀오세트(카카오),21.0,27.33333333333333,임가공,임가공,23.04878048780488
9310970,이지듀로즈앰플15ML*2EA세트(카카오),49.0,0.0,임가공,임가공,999.0
9310971,이지듀로즈앰플15ML세트(카카오),150.0,0.0,임가공,임가공,999.0
9311056,이지듀멜라오버나이트멜팅크림30g(홈쇼핑),88279.0,6152.0,멜라(캡슐크림),멜라(캡슐크림),430.48927178153446
9311058,이지듀멜라비토닝딥클렌징오일200ml,53837.0,891.6666666666666,멜라(기타),멜라(기타),1811.3383177570095
9311060,[단종]이지듀멜라비토닝매트커버팩트19호페어19g,1683.0,2319.6666666666665,매트커버팩트,본품19호,21.766058341715762
9311061,[단종]이지듀멜라비토닝매트커버팩트21호내추럴19g,96.0,14.0,매트커버팩트,본품21호,205.71428571428572
9311062,[단종]이지듀멜라비토닝매트커버팩트23호베이지19g,7422.0,3675.0,매트커버팩트,본품23호,60.587755102040816
9311067,이지듀비타민C부스팅앰플15g,2890.0,1532.3333333333333,기타,기타,56.58037850772243
9311068,[세트]이지듀비타민C부스팅앰플13G+글루타치온크림샤셰2G*2개입(올리브영,4256.0,896.0,임가공,임가공,142.5
9311069,이지듀멜라비토닝엔자임파우더워시60g,6646.0,678.6666666666666,멜라(기타),멜라(기타),293.78192534381145
9311071,이지듀멜라비토닝엔자임파우더워시1g*14개입,19913.0,24.33333333333333,멜라(기타),멜라(기타),24550.273972602743
9311086,[세트]이지듀멜라비토닝매트커버팩트19호+글로우립로즈세트(카카오),90.0,8.0,임가공,임가공,337.5
9311087,[세트]이지듀멜라비토닝매트커버팩트21호+글로우립세트(카카오),3.0,97.0,임가공,임가공,0.9278350515463918
9311121,이지듀멜라비토닝매트커버팩트19호(미니)_10g,12965.0,243.0,매트커버팩트,미니19호,1600.6172839506173
9311122,이지듀멜라비토닝매트커버팩트21호(미니)_10g,49755.0,900.0,매트커버팩트,미니21호,1658.5
9311124,이지듀멜라비토닝매트커버팩트23호(미니)_10g,13074.0,178.0,매트커버팩트,미니23호,2203.4831460674154
9311125,이지듀멜라비토닝앰플쿠션트라이얼4열샤쉐0.2g*4ea,106981.0,15.0,멜라(앰플쿠션),기타,213962.0
9311126,이지듀멜라비토닝앰플쿠션19호페어본품13g+리필13g기획세트(올리브영),15700.0,275.0,멜라(앰플쿠션),올리브영,1712.7272727272727
9311127,이지듀멜라비토닝앰플쿠션21호내추럴본품13g+리필13g기획세트(올리브영),22222.0,1550.0,멜라(앰플쿠션),올리브영,430.10322580645163
9311128,이지듀멜라비토닝앰플쿠션23호베이지본품13g+리필13g기획세트(올리브영),15278.0,466.6666666666667,멜라(앰플쿠션),올리브영,982.1571428571428
9311129,이지듀멜라비토닝매트커버팩트19호(블리스터)_0.5g,39374.0,7.666666666666667,신제품,신제품,154072.17391304346
9311130,이지듀멜라비토닝매트커버팩트21호(블리스터)_0.5g,1085.0,36.0,신제품,신제품,904.1666666666667
9311131,이지듀멜라비토닝매트커버팩트23호(블리스터)_0.5g,35781.0,13.0,신제품,신제품,82571.53846153845
9311132,[세트]로즈에디션 쿠션15G_21호&프리저브드플라워(카카오),99.0,0.0,임가공,임가공,999.0
9311133,[세트]로즈에디션 쿠션15G_19호&프리저브드플라워(카카오),7.0,0.0,임가공,임가공,999.0
