인덱스,자재코드,자재내역,플랜트,특별재고,저장위치,배치,기말수량,기말금액,단가,대분류,소분류,유효기한,남은일,유효기한구간,3평판
1454,9309148,[EA]리프트피디알엔넥패치(6g*4매입),1510,nan,6040.0,800,914.0,2540706.89879575,2779.766847697757,이펙트코어,기타,2027-12-05,635.0,24개월 미만,1049.0
1455,9309148,[EA]리프트피디알엔넥패치(6g*4매입),1510,nan,6090.0,800,1463.0,4066798.8981818184,2779.766847697757,이펙트코어,기타,2027-12-05,635.0,24개월 미만,1049.0
1456,9309148,[EA]리프트피디알엔넥패치(6g*4매입),1510,nan,6090.0,801,2412.0,6704797.63664699,2779.766847697757,이펙트코어,기타,2027-12-05,635.0,24개월 미만,1049.0
1457,9309148,[EA]리프트피디알엔넥패치(6g*4매입),1510,nan,6090.0,802,502.0,1395442.957544274,2779.766847697757,이펙트코어,기타,2027-12-06,636.0,24개월 미만,1049.0
1458,9309148,[EA]리프트피디알엔넥패치(6g*4매입),1510,nan,6090.0,810,906.0,2518468.7640141677,2779.766847697757,이펙트코어,기타,2027-12-09,639.0,24개월 미만,1049.0
1459,9309148,[EA]리프트피디알엔넥패치(6g*4매입),1510,nan,6090.0,811,1759.0,4889609.885100354,2779.766847697757,이펙트코어,기타,2027-12-09,639.0,24개월 미만,1049.0
1460,9309148,[EA]리프트피디알엔넥패치(6g*4매입),1510,nan,6090.0,812,2679.0,7446995.384982291,2779.766847697757,이펙트코어,기타,2027-12-12,642.0,24개월 미만,1049.0
1461,9309148,[EA]리프트피디알엔넥패치(6g*4매입),1510,nan,6090.0,813,3875.0,10771596.534828808,2779.766847697757,이펙트코어,기타,2027-12-12,642.0,24개월 미만,1049.0
1462,9309148,[EA]리프트피디알엔넥패치(6g*4매입),1510,nan,6090.0,814,1869.0,5195384.238347108,2779.766847697757,이펙트코어,기타,2027-12-13,643.0,24개월 미만,1049.0
1463,9309148,[EA]리프트피디알엔넥패치(6g*4매입),1510,nan,6090.0,815,311.0,864507.4896340024,2779.766847697757,이펙트코어,기타,2027-12-13,643.0,24개월 미만,1049.0
1464,9309149,[EA]멜라거즈드레싱마스크(4매입),1510,W,,652DL,60.0,106324.54887706088,1772.0758146176813,멜라(기타),멜라(기타),2027-10-24,593.0,24개월 미만,498.6666666666667
1465,9309149,[EA]멜라거즈드레싱마스크(4매입),1510,nan,5000.0,652DL,7643.0,13543975.451122938,1772.0758146176813,멜라(기타),멜라(기타),2027-10-24,593.0,24개월 미만,498.6666666666667
1466,9309149,[EA]멜라거즈드레싱마스크(4매입),1510,nan,5100.0,0,0.0,0.0,1772.0758146176813,멜라(기타),멜라(기타),,,유효기한 없음,498.6666666666667
1467,9309149,[EA]멜라거즈드레싱마스크(4매입),1510,nan,5100.0,652DL,0.0,0.0,1772.0758146176813,멜라(기타),멜라(기타),2027-10-24,593.0,24개월 미만,498.6666666666667
1468,9309160,[EA]리프트거즈드레싱마스크(25g*3매입),1510,nan,5000.0,510DM,327.0,534167.5120363062,1633.5397921599579,이펙트코어,기타,2027-11-20,620.0,24개월 미만,245.0
1469,9309160,[EA]리프트거즈드레싱마스크(25g*3매입),1510,nan,5000.0,620DL,563.0,919682.9029860563,1633.5397921599579,이펙트코어,기타,2027-10-23,592.0,24개월 미만,245.0
1470,9309160,[EA]리프트거즈드레싱마스크(25g*3매입),1510,nan,5100.0,0,0.0,0.0,1633.5397921599579,이펙트코어,기타,,,유효기한 없음,245.0
1471,9309160,[EA]리프트거즈드레싱마스크(25g*3매입),1510,nan,5100.0,510DM,0.0,0.0,1633.5397921599579,이펙트코어,기타,2027-11-20,620.0,24개월 미만,245.0
1472,9309160,[EA]리프트거즈드레싱마스크(25g*3매입),1510,nan,6040.0,620DL,75.0,122515.48441199685,1633.5397921599579,이펙트코어,기타,2027-10-23,592.0,24개월 미만,245.0
1473,9309160,[EA]리프트거즈드레싱마스크(25g*3매입),1510,nan,6090.0,510DM,8069.0,13181032.5829387,1633.5397921599579,이펙트코어,기타,2027-11-20,620.0,24개월 미만,245.0
1474,9309160,[EA]리프트거즈드레싱마스크(25g*3매입),1510,nan,6090.0,620DL,6170.0,10078940.51762694,1633.5397921599579,이펙트코어,기타,2027-10-23,592.0,24개월 미만,245.0
1475,9309213,[EA]리프트이지에프10코어이펙트앰플30ml,1510,O,,DBA,356.0,2604211.1842338354,7315.19995571302,이펙트코어,앰플 30ml,2028-02-05,697.0,24개월 미만,1286.0
1476,9309213,[EA]리프트이지에프10코어이펙트앰플30ml,1510,O,,DBA,0.0,0.0,7315.19995571302,이펙트코어,앰플 30ml,2028-02-05,697.0,24개월 미만,1286.0
1477,9309213,[EA]리프트이지에프10코어이펙트앰플30ml,1510,nan,5000.0,DBA,397.0,2904134.382418069,7315.19995571302,이펙트코어,앰플 30ml,2028-02-05,697.0,24개월 미만,1286.0
1478,9309213,[EA]리프트이지에프10코어이펙트앰플30ml,1510,nan,5100.0,0,0.0,0.0,7315.19995571302,이펙트코어,앰플 30ml,,,유효기한 없음,1286.0
1479,9309213,[EA]리프트이지에프10코어이펙트앰플30ml,1510,nan,5100.0,DBA,4.0,29260.79982285208,7315.19995571302,이펙트코어,앰플 30ml,2028-02-05,697.0,24개월 미만,1286.0
1480,9309213,[EA]리프트이지에프10코어이펙트앰플30ml,1510,nan,5400.0,DBA,1.0,7315.19995571302,7315.19995571302,이펙트코어,앰플 30ml,2028-02-05,697.0,24개월 미만,1286.0
1481,9309213,[EA]리프트이지에프10코어이펙트앰플30ml,1510,nan,6090.0,DBA,8080.0,59106815.642161205,7315.19995571302,이펙트코어,앰플 30ml,2028-02-05,697.0,24개월 미만,1286.0
1482,9309213,[EA]리프트이지에프10코어이펙트앰플30ml,1510,nan,7060.0,DBA,194.0,1419148.791408326,7315.19995571302,이펙트코어,앰플 30ml,2028-02-05,697.0,24개월 미만,1286.0
1483,9309214,[EA]리프트이지에프10코어이펙트앰플1ml(샤셰),1510,nan,5000.0,AAB,2813.0,492025.81013545656,174.9114149077343,이펙트코어,기타,2029-01-08,1035.0,24개월 이상,18835.333333333332
1484,9309214,[EA]리프트이지에프10코어이펙트앰플1ml(샤셰),1510,nan,6040.0,CKZ,0.0,0.0,174.9114149077343,이펙트코어,기타,2027-11-06,606.0,24개월 미만,18835.333333333332
1485,9309214,[EA]리프트이지에프10코어이펙트앰플1ml(샤셰),1510,nan,6090.0,AAB,106256.0,18585387.302436214,174.9114149077343,이펙트코어,기타,2029-01-08,1035.0,24개월 이상,18835.333333333332
1486,9309214,[EA]리프트이지에프10코어이펙트앰플1ml(샤셰),1510,nan,6090.0,CKZ,10748.0,1879947.8874283282,174.9114149077343,이펙트코어,기타,2027-11-06,606.0,24개월 미만,18835.333333333332
1487,9309250,[oy기획]스킨부스터나이아신토닝샷앰플1ml*7ea,1510,W,,D251209001,0.0,0.0,6246.748251748252,임가공,임가공,2027-09-28,567.0,24개월 미만,101.33333333333333
1488,9309250,[oy기획]스킨부스터나이아신토닝샷앰플1ml*7ea,1510,nan,5000.0,D251209001,43.0,268610.17482517485,6246.748251748252,임가공,임가공,2027-09-28,567.0,24개월 미만,101.33333333333333
1489,9309250,[oy기획]스킨부스터나이아신토닝샷앰플1ml*7ea,1510,nan,5000.0,D260113001,100.0,624674.8251748253,6246.748251748252,임가공,임가공,2027-09-28,567.0,24개월 미만,101.33333333333333
1490,9309251,[oy기획]스킨부스터피디알엔리프팅샷앰플1ml*7ea,1510,W,,D251020009,0.0,0.0,5967.2406015037595,임가공,임가공,,,유효기한 없음,85.0
1491,9309251,[oy기획]스킨부스터피디알엔리프팅샷앰플1ml*7ea,1510,W,,D260113002,0.0,0.0,5967.2406015037595,임가공,임가공,2027-09-28,567.0,24개월 미만,85.0
1492,9309251,[oy기획]스킨부스터피디알엔리프팅샷앰플1ml*7ea,1510,nan,5000.0,D251020009,0.0,0.0,5967.2406015037595,임가공,임가공,,,유효기한 없음,85.0
1493,9309251,[oy기획]스킨부스터피디알엔리프팅샷앰플1ml*7ea,1510,nan,5000.0,D260113002,133.0,793643.0,5967.2406015037595,임가공,임가공,2027-09-28,567.0,24개월 미만,85.0
1494,9309252,[oy기획]스킨부스터엑소좀포어샷앰플1ml*7ea,1510,W,,D251020010,0.0,0.0,6661.9807692307695,임가공,임가공,,,유효기한 없음,85.0
1495,9309252,[oy기획]스킨부스터엑소좀포어샷앰플1ml*7ea,1510,W,,D260113003,0.0,0.0,6661.9807692307695,임가공,임가공,2027-09-28,567.0,24개월 미만,85.0
1496,9309252,[oy기획]스킨부스터엑소좀포어샷앰플1ml*7ea,1510,nan,5000.0,D251020010,0.0,0.0,6661.9807692307695,임가공,임가공,,,유효기한 없음,85.0
1497,9309252,[oy기획]스킨부스터엑소좀포어샷앰플1ml*7ea,1510,nan,5000.0,D260113003,91.0,606240.25,6661.9807692307695,임가공,임가공,2027-09-28,567.0,24개월 미만,85.0
1498,9309252,[oy기획]스킨부스터엑소좀포어샷앰플1ml*7ea,1510,nan,5000.0,SBE,13.0,86605.75,6661.9807692307695,임가공,임가공,,,유효기한 없음,85.0
1499,9309253,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,1510,W,,D250207004,0.0,0.0,5915.590643274853,임가공,임가공,2027-09-28,567.0,24개월 미만,68.33333333333333
1500,9309253,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,1510,W,,D250514008,0.0,0.0,5915.590643274853,임가공,임가공,,,유효기한 없음,68.33333333333333
1501,9309253,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,1510,nan,5000.0,D250207004,4.0,23662.362573099414,5915.590643274853,임가공,임가공,2027-09-28,567.0,24개월 미만,68.33333333333333
1502,9309253,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,1510,nan,5000.0,D250514008,0.0,0.0,5915.590643274853,임가공,임가공,,,유효기한 없음,68.33333333333333
1503,9309253,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,1510,nan,5000.0,D250626004,50.0,295779.5321637427,5915.590643274853,임가공,임가공,2027-09-28,567.0,24개월 미만,68.33333333333333
1504,9309253,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,1510,nan,5000.0,D260113004,100.0,591559.0643274854,5915.590643274853,임가공,임가공,2027-09-28,567.0,24개월 미만,68.33333333333333
1505,9309253,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,1510,nan,5000.0,SBH,17.0,100565.04093567251,5915.590643274853,임가공,임가공,,,유효기한 없음,68.33333333333333
1506,9309314,[RX]포스트레이저센시티브베리어1ml(샤셰),1510,nan,5000.0,CMZ,100279.0,13957634.0,139.18800546475333,포스트레이저,병의원,2027-12-10,640.0,24개월 미만,0.0
1507,9309315,[RX]포스트레이저리뉴얼모이스처1ml(샤셰),1510,nan,5000.0,BMZ,100280.0,10548252.0,105.18799361786996,포스트레이저,병의원,2027-12-12,642.0,24개월 미만,0.0
1508,9309330,이지듀스킨부스터엠티에스앰플(본품) 3.5g,1510,W,,D250626006,0.0,0.0,1871.2604166666667,기타,기타,,,유효기한 없음,184.0
1509,9309330,이지듀스킨부스터엠티에스앰플(본품) 3.5g,1510,W,,D251209002,0.0,0.0,1871.2604166666667,기타,기타,,,유효기한 없음,184.0
1510,9309330,이지듀스킨부스터엠티에스앰플(본품) 3.5g,1510,W,,D260113005,0.0,0.0,1871.2604166666667,기타,기타,2027-11-21,621.0,24개월 미만,184.0
1511,9309330,이지듀스킨부스터엠티에스앰플(본품) 3.5g,1510,nan,5000.0,AJZ,0.0,0.0,1871.2604166666667,기타,기타,,,유효기한 없음,184.0
1512,9309330,이지듀스킨부스터엠티에스앰플(본품) 3.5g,1510,nan,5000.0,D251209002,0.0,0.0,1871.2604166666667,기타,기타,,,유효기한 없음,184.0
1513,9309330,이지듀스킨부스터엠티에스앰플(본품) 3.5g,1510,nan,5000.0,D260113005,96.0,179641.0,1871.2604166666667,기타,기타,2027-11-21,621.0,24개월 미만,184.0
1514,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1515,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1516,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1517,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1518,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1519,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1520,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,2.0,7718.654709394419,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1521,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1522,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1523,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1524,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,2.0,7718.654709394419,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1525,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1526,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1527,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1528,9309392,[EA]멜라글루타치온크림105ml,1510,W,,OHA,0.0,0.0,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1529,9309392,[EA]멜라글루타치온크림105ml,1510,T,,OHA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1530,9309392,[EA]멜라글루타치온크림105ml,1510,nan,5000.0,FEA,1.0,3859.3273546972096,3859.3273546972096,멜라(기타),멜라(기타),2028-05-21,803.0,24개월 이상,4312.0
1531,9309392,[EA]멜라글루타치온크림105ml,1510,nan,5000.0,NHA,15.0,57889.91032045814,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1532,9309392,[EA]멜라글루타치온크림105ml,1510,nan,5000.0,OHA,1160.0,4476819.731448763,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1533,9309392,[EA]멜라글루타치온크림105ml,1510,nan,5000.0,PHA,4527.0,17471174.93471427,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1534,9309392,[EA]멜라글루타치온크림105ml,1510,nan,5000.0,QHA,4800.0,18524771.302546605,3859.3273546972096,멜라(기타),멜라(기타),2028-08-07,881.0,24개월 이상,4312.0
1535,9309392,[EA]멜라글루타치온크림105ml,1510,nan,5000.0,RHA,2840.0,10960489.687340075,3859.3273546972096,멜라(기타),멜라(기타),2028-08-11,885.0,24개월 이상,4312.0
1536,9309392,[EA]멜라글루타치온크림105ml,1510,nan,5100.0,0,0.0,0.0,3859.3273546972096,멜라(기타),멜라(기타),,,유효기한 없음,4312.0
1537,9309392,[EA]멜라글루타치온크림105ml,1510,nan,5100.0,NHA,0.0,0.0,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1538,9309392,[EA]멜라글루타치온크림105ml,1510,nan,5100.0,OHA,4.0,15437.309418788838,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1539,9309392,[EA]멜라글루타치온크림105ml,1510,nan,5600.0,OHA,0.0,0.0,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1540,9309392,[EA]멜라글루타치온크림105ml,1510,nan,6040.0,UKZ,8.0,30874.618837577676,3859.3273546972096,멜라(기타),멜라(기타),2027-11-12,612.0,24개월 미만,4312.0
1541,9309392,[EA]멜라글루타치온크림105ml,1510,nan,6080.0,JHA,60.0,231559.64128183256,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1542,9309392,[EA]멜라글루타치온크림105ml,1510,nan,6090.0,DEA,27.0,104201.83857682465,3859.3273546972096,멜라(기타),멜라(기타),2028-05-21,803.0,24개월 이상,4312.0
1543,9309392,[EA]멜라글루타치온크림105ml,1510,nan,6090.0,EEA,5261.0,20303921.21306202,3859.3273546972096,멜라(기타),멜라(기타),2028-05-21,803.0,24개월 이상,4312.0
1544,9309392,[EA]멜라글루타치온크림105ml,1510,nan,6090.0,FEA,60.0,231559.64128183256,3859.3273546972096,멜라(기타),멜라(기타),2028-05-21,803.0,24개월 이상,4312.0
1545,9309392,[EA]멜라글루타치온크림105ml,1510,nan,6090.0,GEA,2889.0,11149596.727720238,3859.3273546972096,멜라(기타),멜라(기타),2028-05-21,803.0,24개월 이상,4312.0
1546,9309392,[EA]멜라글루타치온크림105ml,1510,nan,6090.0,KHA,6270.0,24197982.513951503,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1547,9309392,[EA]멜라글루타치온크림105ml,1510,nan,6090.0,LHA,6286.0,24259731.75162666,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1548,9309392,[EA]멜라글루타치온크림105ml,1510,nan,6090.0,MHA,3840.0,14819817.042037284,3859.3273546972096,멜라(기타),멜라(기타),2028-08-06,880.0,24개월 이상,4312.0
1549,9309392,[EA]멜라글루타치온크림105ml,1510,nan,6090.0,UKZ,1832.0,7070287.713805288,3859.3273546972096,멜라(기타),멜라(기타),2027-11-12,612.0,24개월 미만,4312.0
1550,9309392,[EA]멜라글루타치온크림105ml,1510,nan,6090.0,WLZ,1015.0,3917217.265017668,3859.3273546972096,멜라(기타),멜라(기타),2027-12-04,634.0,24개월 미만,4312.0
1551,9309392,[EA]멜라글루타치온크림105ml,1510,nan,7060.0,FEA,3.0,11577.98206409163,3859.3273546972096,멜라(기타),멜라(기타),2028-05-21,803.0,24개월 이상,4312.0
1552,9309392,[EA]멜라글루타치온크림105ml,1510,nan,7060.0,RKZ,111.0,428385.33637139027,3859.3273546972096,멜라(기타),멜라(기타),2027-11-11,611.0,24개월 미만,4312.0
1553,9309392,[EA]멜라글루타치온크림105ml,1510,nan,7080.0,FEA,3.0,11577.98206409163,3859.3273546972096,멜라(기타),멜라(기타),2028-05-21,803.0,24개월 이상,4312.0
1554,9309392,[EA]멜라글루타치온크림105ml,1510,nan,7080.0,YLZ,6.0,23155.96412818326,3859.3273546972096,멜라(기타),멜라(기타),2027-12-04,634.0,24개월 미만,4312.0
1555,9309401,[EA]멜라비토닝원데이앰플투엑스기획세트(13ml*2+1ml*2),1510,nan,7070.0,AGA,10037.0,89072771.61147924,8874.441726758916,원데이앰플,기타,2028-07-15,858.0,24개월 이상,1984.0
1556,9309401,[EA]멜라비토닝원데이앰플투엑스기획세트(13ml*2+1ml*2),1510,nan,7070.0,BEA,225.0,1996749.388520756,8874.441726758916,원데이앰플,기타,2028-05-27,809.0,24개월 이상,1984.0
1557,9309503,[EA]멜라비토닝앰플쿠션19호페어(본품)_V2,1510,nan,5000.0,BAA,19.0,99703.45,5247.55,멜라(앰플쿠션),본품19호(15G),2027-01-21,317.0,12개월 미만,2.0
1558,9309503,[EA]멜라비토닝앰플쿠션19호페어(본품)_V2,1510,nan,5100.0,BMZ,1.0,5247.55,5247.55,멜라(앰플쿠션),본품19호(15G),,,유효기한 없음,2.0
1559,9309505,[EA]멜라비토닝앰플쿠션21호내추럴(본품)_V2,1510,nan,5000.0,BAA,68.0,358563.2183908046,5272.9885057471265,멜라(앰플쿠션),본품21호(15G),2027-01-23,319.0,12개월 미만,6.333333333333333
1560,9309505,[EA]멜라비토닝앰플쿠션21호내추럴(본품)_V2,1510,nan,6040.0,DBA,34.0,179281.6091954023,5272.9885057471265,멜라(앰플쿠션),본품21호(15G),2027-02-05,332.0,12개월 미만,6.333333333333333
1561,9309505,[EA]멜라비토닝앰플쿠션21호내추럴(본품)_V2,1510,nan,6090.0,DBA,159.0,838405.1724137932,5272.9885057471265,멜라(앰플쿠션),본품21호(15G),2027-02-05,332.0,12개월 미만,6.333333333333333
1562,9309506,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,1510,nan,5000.0,AAA,335.0,1756010.0754310344,5241.821120689655,멜라(앰플쿠션),본품23호(15G),2027-01-06,302.0,12개월 미만,11.5
1563,9309506,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,1510,nan,5000.0,BAA,1.0,5241.821120689655,5241.821120689655,멜라(앰플쿠션),본품23호(15G),2027-01-21,317.0,12개월 미만,11.5
1564,9309506,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,1510,nan,5000.0,CBA,8.0,41934.56896551724,5241.821120689655,멜라(앰플쿠션),본품23호(15G),2027-02-06,333.0,12개월 미만,11.5
1565,9309506,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,1510,nan,5000.0,DMZ,3.0,15725.463362068964,5241.821120689655,멜라(앰플쿠션),본품23호(15G),2026-12-23,288.0,12개월 미만,11.5
1566,9309506,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,1510,nan,6040.0,CBA,37.0,193947.38146551722,5241.821120689655,멜라(앰플쿠션),본품23호(15G),2027-02-06,333.0,12개월 미만,11.5
1567,9309506,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,1510,nan,6090.0,CBA,80.0,419345.6896551724,5241.821120689655,멜라(앰플쿠션),본품23호(15G),2027-02-06,333.0,12개월 미만,11.5
1568,9309507,[EA]멜라비토닝앰플쿠션19호페어(리필)_V2,1510,nan,5000.0,AAA,1874.0,5709308.924249423,3046.5896073903004,멜라(앰플쿠션),리필19호(15G),2027-01-13,309.0,12개월 미만,2139.6666666666665
1569,9309507,[EA]멜라비토닝앰플쿠션19호페어(리필)_V2,1510,nan,5000.0,BAA,4639.0,14133129.188683603,3046.5896073903004,멜라(앰플쿠션),리필19호(15G),2027-01-13,309.0,12개월 미만,2139.6666666666665
1570,9309507,[EA]멜라비토닝앰플쿠션19호페어(리필)_V2,1510,nan,5100.0,0,0.0,0.0,3046.5896073903004,멜라(앰플쿠션),리필19호(15G),,,유효기한 없음,2139.6666666666665
1571,9309507,[EA]멜라비토닝앰플쿠션19호페어(리필)_V2,1510,nan,5100.0,AAA,16.0,48745.43371824481,3046.5896073903004,멜라(앰플쿠션),리필19호(15G),2027-01-13,309.0,12개월 미만,2139.6666666666665
1572,9309507,[EA]멜라비토닝앰플쿠션19호페어(리필)_V2,1510,nan,5100.0,BMZ,1.0,3046.5896073903004,3046.5896073903004,멜라(앰플쿠션),리필19호(15G),,,유효기한 없음,2139.6666666666665
1573,9309507,[EA]멜라비토닝앰플쿠션19호페어(리필)_V2,1510,nan,6090.0,AAA,2130.0,6489235.86374134,3046.5896073903004,멜라(앰플쿠션),리필19호(15G),2027-01-13,309.0,12개월 미만,2139.6666666666665
1574,9309508,[EA]멜라비토닝앰플쿠션21호내추럴(리필)_V2,1510,nan,5000.0,CAA,0.0,0.0,3029.43052912067,멜라(앰플쿠션),리필21호(15G),,,유효기한 없음,332.6666666666667
1575,9309508,[EA]멜라비토닝앰플쿠션21호내추럴(리필)_V2,1510,nan,5000.0,KMZ,0.0,0.0,3029.43052912067,멜라(앰플쿠션),리필21호(15G),,,유효기한 없음,332.6666666666667
1576,9309508,[EA]멜라비토닝앰플쿠션21호내추럴(리필)_V2,1510,nan,5000.0,LMZ,0.0,0.0,3029.43052912067,멜라(앰플쿠션),리필21호(15G),,,유효기한 없음,332.6666666666667
1577,9309508,[EA]멜라비토닝앰플쿠션21호내추럴(리필)_V2,1510,nan,6090.0,MMZ,2627.0,7958314.000000001,3029.43052912067,멜라(앰플쿠션),리필21호(15G),2027-01-16,312.0,12개월 미만,332.6666666666667
1578,9309509,[EA]멜라비토닝앰플쿠션23호베이지(리필)_V2,1510,nan,5000.0,AAA,224.0,679147.793179318,3031.909790979098,멜라(앰플쿠션),리필23호(15G),2027-01-09,305.0,12개월 미만,205.0
1579,9309509,[EA]멜라비토닝앰플쿠션23호베이지(리필)_V2,1510,nan,5000.0,BAA,679.0,2058666.7480748075,3031.909790979098,멜라(앰플쿠션),리필23호(15G),2027-01-15,311.0,12개월 미만,205.0
1580,9309509,[EA]멜라비토닝앰플쿠션23호베이지(리필)_V2,1510,nan,6040.0,EMZ,0.0,0.0,3031.909790979098,멜라(앰플쿠션),리필23호(15G),,,유효기한 없음,205.0
1581,9309509,[EA]멜라비토닝앰플쿠션23호베이지(리필)_V2,1510,nan,6090.0,EMZ,6.0,18191.45874587459,3031.909790979098,멜라(앰플쿠션),리필23호(15G),,,유효기한 없음,205.0
1582,9309510,[EA]디더블유이지에프멜라패치(Japan) 5g*4ea,1510,nan,5000.0,BAA,0.0,0.0,1996.1880005251412,멜라(기타),멜라(기타),2027-01-16,312.0,12개월 미만,75.0
1583,9309510,[EA]디더블유이지에프멜라패치(Japan) 5g*4ea,1510,nan,5000.0,DAA,0.0,0.0,1996.1880005251412,멜라(기타),멜라(기타),2027-01-19,315.0,12개월 미만,75.0
1584,9309510,[EA]디더블유이지에프멜라패치(Japan) 5g*4ea,1510,nan,5000.0,EAA,3140.0,6268030.321648943,1996.1880005251412,멜라(기타),멜라(기타),2027-01-19,315.0,12개월 미만,75.0
1585,9309510,[EA]디더블유이지에프멜라패치(Japan) 5g*4ea,1510,nan,7060.0,BAA,697.0,1391343.0363660234,1996.1880005251412,멜라(기타),멜라(기타),2027-01-16,312.0,12개월 미만,75.0
1586,9309510,[EA]디더블유이지에프멜라패치(Japan) 5g*4ea,1510,nan,7060.0,CAA,0.0,0.0,1996.1880005251412,멜라(기타),멜라(기타),,,유효기한 없음,75.0
1587,9309510,[EA]디더블유이지에프멜라패치(Japan) 5g*4ea,1510,nan,7060.0,DAA,3250.0,6487611.001706709,1996.1880005251412,멜라(기타),멜라(기타),2027-01-19,315.0,12개월 미만,75.0
1588,9309510,[EA]디더블유이지에프멜라패치(Japan) 5g*4ea,1510,nan,7060.0,EAA,500.0,998094.0002625706,1996.1880005251412,멜라(기타),멜라(기타),2027-01-19,315.0,12개월 미만,75.0
1589,9309510,[EA]디더블유이지에프멜라패치(Japan) 5g*4ea,1510,nan,7090.0,AAA,30.0,59885.64001575424,1996.1880005251412,멜라(기타),멜라(기타),2027-01-16,312.0,12개월 미만,75.0
